Events,EName,Start,Stop,peak,GOES Class,Derived Position
16,gev_20190507_1152,2019/05/07 11:52:00,12:02:00,11:56:00,C1.4
17,gev_20190507_1329,2019/05/07 13:29:00,13:38:00,13:33:00,B3.4
18,gev_20190507_1330,2019/05/07 13:30:00,13:38:00,13:33:00,B3.2
19,gev_20190507_1854,2019/05/07 18:54:00,22:30:00,20:02:00,B2.1
20,gev_20190508_0254,2019/05/08 02:54:00,04:50:00,03:54:00,B4.2
1,gev_20190506_1144,2019/05/06 11:44:00,11:57:00,11:51:00,B2.5
2,gev_20190506_1335,2019/05/06 13:35:00,13:57:00,13:54:00,C7.4
3,gev_20190506_1745,2019/05/06 17:45:00,17:52:00,17:49:00,C1.0
4,gev_20190506_1833,2019/05/06 18:33:00,18:41:00,18:37:00,B2.9
5,gev_20190506_1914,2019/05/06 19:14:00,19:19:00,19:17:00,B2.8
6,gev_20190506_1927,2019/05/06 19:27:00,19:32:00,19:30:00,B3.0
7,gev_20190506_1941,2019/05/06 19:41:00,19:52:00,19:50:00,C1.0
8,gev_20190506_2012,2019/05/06 20:12:00,20:17:00,20:15:00,B2.5
9,gev_20190506_2039,2019/05/06 20:39:00,20:45:00,20:43:00,B3.4
10,gev_20190506_2216,2019/05/06 22:16:00,22:39:00,22:31:00,B4.8
11,gev_20190506_2310,2019/05/06 23:10:00,23:16:00,23:13:00,B7.6
12,gev_20190506_2350,2019/05/06 23:50:00,23:55:00,23:53:00,B3.4
13,gev_20190507_0138,2019/05/07 01:38:00,01:48:00,01:45:00,B6.5
14,gev_20190507_0343,2019/05/07 03:43:00,03:52:00,03:47:00,B2.4
15,gev_20190507_0452,2019/05/07 04:52:00,05:00:00,04:57:00,B3.4
16,gev_20190507_0718,2019/05/07 07:18:00,07:27:00,07:25:00,B3.1
17,gev_20190507_0837,2019/05/07 08:37:00,08:44:00,08:41:00,B2.0
18,gev_20190507_0918,2019/05/07 09:18:00,09:25:00,09:23:00,B5.0
19,gev_20190507_0929,2019/05/07 09:29:00,09:39:00,09:35:00,B8.0
20,gev_20190507_0951,2019/05/07 09:51:00,10:58:00,10:47:00,C1.2
1,gev_20190505_0658,2019/05/05 06:58:00,07:20:00,07:07:00,B1.5
2,gev_20190505_0930,2019/05/05 09:30:00,09:36:00,09:33:00,B1.8
3,gev_20190505_0931,2019/05/05 09:31:00,09:36:00,09:33:00,B1.9
4,gev_20190505_1126,2019/05/05 11:26:00,11:43:00,11:35:00,B1.9
5,gev_20190505_1145,2019/05/05 11:45:00,11:51:00,11:49:00,B7.6
6,gev_20190505_1336,2019/05/05 13:36:00,13:45:00,13:42:00,B9.8
7,gev_20190505_1337,2019/05/05 13:37:00,13:48:00,13:42:00,B9.9
8,gev_20190505_1350,2019/05/05 13:50:00,13:55:00,13:53:00,B1.8
9,gev_20190505_1351,2019/05/05 13:51:00,13:55:00,13:53:00,B1.8
10,gev_20190505_1451,2019/05/05 14:51:00,15:00:00,14:54:00,B1.6
11,gev_20190505_1452,2019/05/05 14:52:00,15:00:00,14:54:00,B1.7
12,gev_20190505_1604,2019/05/05 16:04:00,16:13:00,16:06:00,B1.7
13,gev_20190505_1653,2019/05/05 16:53:00,17:01:00,16:56:00,B1.4
14,gev_20190505_2121,2019/05/05 21:21:00,21:52:00,21:43:00,B6.4
15,gev_20190505_2227,2019/05/05 22:27:00,22:32:00,22:30:00,B4.4
16,gev_20190506_0045,2019/05/06 00:45:00,00:53:00,00:49:00,B2.6
17,gev_20190506_0504,2019/05/06 05:04:00,05:12:00,05:10:00,M1.0
18,gev_20190506_0723,2019/05/06 07:23:00,07:54:00,07:41:00,C1.7
19,gev_20190506_0841,2019/05/06 08:41:00,08:51:00,08:47:00,C2.0
20,gev_20190506_0955,2019/05/06 09:55:00,10:05:00,10:02:00,C1.5
1,gev_20190429_0544,2019/04/29 05:44:00,05:47:00,05:45:00,A7.1
2,gev_20190503_1420,2019/05/03 14:20:00,15:07:00,14:49:00,B3.9
3,gev_20190503_1557,2019/05/03 15:57:00,16:41:00,16:27:00,B1.3
4,gev_20190503_2249,2019/05/03 22:49:00,23:49:00,23:31:00,C1.0
5,gev_20190504_1300,2019/05/04 13:00:00,13:15:00,13:08:00,B2.2
6,gev_20190504_1654,2019/05/04 16:54:00,17:15:00,17:04:00,B2.2
7,gev_20190504_2200,2019/05/04 22:00:00,22:20:00,22:10:00,B2.7
8,gev_20190504_2203,2019/05/04 22:03:00,22:23:00,22:10:00,B2.7
9,gev_20190504_2228,2019/05/04 22:28:00,23:15:00,22:43:00,C2.1
1,gev_20190429_0544,2019/04/29 05:44:00,05:47:00,05:45:00,A7.1
2,gev_20190503_1420,2019/05/03 14:20:00,15:07:00,14:49:00,B3.9
3,gev_20190503_1557,2019/05/03 15:57:00,16:41:00,16:27:00,B1.3
4,gev_20190503_2249,2019/05/03 22:49:00,23:49:00,23:31:00,C1.0
1,gev_20190429_0544,2019/04/29 05:44:00,05:47:00,05:45:00,A7.1
1,gev_20190429_0544,2019/04/29 05:44:00,05:47:00,05:45:00,A7.1
1,gev_20190429_0544,2019/04/29 05:44:00,05:47:00,05:45:00,A7.1
1,gev_20190424_1105,2019/04/24 11:05:00,12:30:00,11:45:00,A7.1
2,gev_20190429_0544,2019/04/29 05:44:00,05:47:00,05:45:00,A7.1
1,gev_20190424_1105,2019/04/24 11:05:00,12:30:00,11:45:00,A7.1
1,gev_20190422_0245,2019/04/22 02:45:00,04:30:00,03:27:00,B1.0
2,gev_20190424_1105,2019/04/24 11:05:00,12:30:00,11:45:00,A7.1
1,gev_20190422_0245,2019/04/22 02:45:00,04:30:00,03:27:00,B1.0
2,gev_20190424_1105,2019/04/24 11:05:00,12:30:00,11:45:00,A7.1
1,gev_20190420_0009,2019/04/20 00:09:00,00:17:00,00:13:00,B1.6
2,gev_20190420_0039,2019/04/20 00:39:00,01:03:00,00:50:00,B8.1
3,gev_20190420_0924,2019/04/20 09:24:00,09:32:00,09:28:00,B6.8
4,gev_20190422_0245,2019/04/22 02:45:00,04:30:00,03:27:00,B1.0
5,gev_20190424_1105,2019/04/24 11:05:00,12:30:00,11:45:00,A7.1
1,gev_20190419_1610,2019/04/19 16:10:00,16:16:00,16:13:00,B1.3
2,gev_20190420_0009,2019/04/20 00:09:00,00:17:00,00:13:00,B1.6
3,gev_20190420_0039,2019/04/20 00:39:00,01:03:00,00:50:00,B8.1
4,gev_20190420_0924,2019/04/20 09:24:00,09:32:00,09:28:00,B6.8
5,gev_20190422_0245,2019/04/22 02:45:00,04:30:00,03:27:00,B1.0
6,gev_20190424_1105,2019/04/24 11:05:00,12:30:00,11:45:00,A7.1
1,gev_20190418_0854,2019/04/18 08:54:00,09:10:00,09:03:00,A3.3
2,gev_20190419_1610,2019/04/19 16:10:00,16:16:00,16:13:00,B1.3
3,gev_20190420_0009,2019/04/20 00:09:00,00:17:00,00:13:00,B1.6
4,gev_20190420_0039,2019/04/20 00:39:00,01:03:00,00:50:00,B8.1
5,gev_20190420_0924,2019/04/20 09:24:00,09:32:00,09:28:00,B6.8
6,gev_20190422_0245,2019/04/22 02:45:00,04:30:00,03:27:00,B1.0
1,gev_20190418_0854,2019/04/18 08:54:00,09:10:00,09:03:00,A3.3
2,gev_20190419_1610,2019/04/19 16:10:00,16:16:00,16:13:00,B1.3
3,gev_20190420_0009,2019/04/20 00:09:00,00:17:00,00:13:00,B1.6
4,gev_20190420_0039,2019/04/20 00:39:00,01:03:00,00:50:00,B8.1
5,gev_20190420_0924,2019/04/20 09:24:00,09:32:00,09:28:00,B6.8
1,gev_20190416_0449,2019/04/16 04:49:00,05:09:00,05:01:00,A4.3
2,gev_20190416_0735,2019/04/16 07:35:00,08:40:00,08:01:00,A1.6
3,gev_20190418_0854,2019/04/18 08:54:00,09:10:00,09:03:00,A3.3
4,gev_20190419_1610,2019/04/19 16:10:00,16:16:00,16:13:00,B1.3
5,gev_20190420_0009,2019/04/20 00:09:00,00:17:00,00:13:00,B1.6
6,gev_20190420_0039,2019/04/20 00:39:00,01:03:00,00:50:00,B8.1
7,gev_20190420_0924,2019/04/20 09:24:00,09:32:00,09:28:00,B6.8
1,gev_20190415_1927,2019/04/15 19:27:00,19:34:00,19:31:00,B3.3
2,gev_20190416_0449,2019/04/16 04:49:00,05:09:00,05:01:00,A4.3
3,gev_20190416_0735,2019/04/16 07:35:00,08:40:00,08:01:00,A1.6
4,gev_20190418_0854,2019/04/18 08:54:00,09:10:00,09:03:00,A3.3
5,gev_20190419_1610,2019/04/19 16:10:00,16:16:00,16:13:00,B1.3
6,gev_20190420_0009,2019/04/20 00:09:00,00:17:00,00:13:00,B1.6
7,gev_20190420_0039,2019/04/20 00:39:00,01:03:00,00:50:00,B8.1
8,gev_20190420_0924,2019/04/20 09:24:00,09:32:00,09:28:00,B6.8
1,gev_20190414_0425,2019/04/14 04:25:00,05:15:00,04:44:00,A8.0
2,gev_20190414_1859,2019/04/14 18:59:00,19:04:00,19:02:00,B1.4
3,gev_20190414_2044,2019/04/14 20:44:00,20:49:00,20:47:00,B1.3
4,gev_20190414_2108,2019/04/14 21:08:00,21:14:00,21:11:00,B1.4
5,gev_20190415_1927,2019/04/15 19:27:00,19:34:00,19:31:00,B3.3
6,gev_20190416_0449,2019/04/16 04:49:00,05:09:00,05:01:00,A4.3
7,gev_20190416_0735,2019/04/16 07:35:00,08:40:00,08:01:00,A1.6
8,gev_20190418_0854,2019/04/18 08:54:00,09:10:00,09:03:00,A3.3
9,gev_20190419_1610,2019/04/19 16:10:00,16:16:00,16:13:00,B1.3
10,gev_20190420_0009,2019/04/20 00:09:00,00:17:00,00:13:00,B1.6
11,gev_20190420_0039,2019/04/20 00:39:00,01:03:00,00:50:00,B8.1
12,gev_20190420_0924,2019/04/20 09:24:00,09:32:00,09:28:00,B6.8
1,gev_20190413_0224,2019/04/13 02:24:00,02:31:00,02:28:00,B1.3
2,gev_20190413_0345,2019/04/13 03:45:00,03:53:00,03:49:00,B1.0
3,gev_20190413_0710,2019/04/13 07:10:00,08:00:00,07:36:00,B1.5
4,gev_20190414_0425,2019/04/14 04:25:00,05:15:00,04:44:00,A8.0
5,gev_20190414_1859,2019/04/14 18:59:00,19:04:00,19:02:00,B1.4
6,gev_20190414_2044,2019/04/14 20:44:00,20:49:00,20:47:00,B1.3
7,gev_20190414_2108,2019/04/14 21:08:00,21:14:00,21:11:00,B1.4
8,gev_20190415_1927,2019/04/15 19:27:00,19:34:00,19:31:00,B3.3
9,gev_20190416_0449,2019/04/16 04:49:00,05:09:00,05:01:00,A4.3
10,gev_20190416_0735,2019/04/16 07:35:00,08:40:00,08:01:00,A1.6
11,gev_20190418_0854,2019/04/18 08:54:00,09:10:00,09:03:00,A3.3
1,gev_20190412_0920,2019/04/12 09:20:00,09:32:00,09:27:00,B3.6
2,gev_20190412_1119,2019/04/12 11:19:00,11:27:00,11:22:00,B1.7
3,gev_20190412_1129,2019/04/12 11:29:00,11:47:00,11:37:00,B7.1
4,gev_20190412_2236,2019/04/12 22:36:00,00:30:00,23:36:00,B1.5
5,gev_20190413_0224,2019/04/13 02:24:00,02:31:00,02:28:00,B1.3
6,gev_20190413_0345,2019/04/13 03:45:00,03:53:00,03:49:00,B1.0
7,gev_20190413_0710,2019/04/13 07:10:00,08:00:00,07:36:00,B1.5
8,gev_20190414_0425,2019/04/14 04:25:00,05:15:00,04:44:00,A8.0
9,gev_20190414_1859,2019/04/14 18:59:00,19:04:00,19:02:00,B1.4
10,gev_20190414_2044,2019/04/14 20:44:00,20:49:00,20:47:00,B1.3
11,gev_20190414_2108,2019/04/14 21:08:00,21:14:00,21:11:00,B1.4
12,gev_20190415_1927,2019/04/15 19:27:00,19:34:00,19:31:00,B3.3
13,gev_20190416_0449,2019/04/16 04:49:00,05:09:00,05:01:00,A4.3
14,gev_20190416_0735,2019/04/16 07:35:00,08:40:00,08:01:00,A1.6
15,gev_20190418_0854,2019/04/18 08:54:00,09:10:00,09:03:00,A3.3
1,gev_20190411_1002,2019/04/11 10:02:00,13:45:00,12:34:00,B4.5
2,gev_20190411_1712,2019/04/11 17:12:00,17:35:00,17:23:00,B1.2
3,gev_20190412_0920,2019/04/12 09:20:00,09:32:00,09:27:00,B3.6
4,gev_20190412_1119,2019/04/12 11:19:00,11:27:00,11:22:00,B1.7
5,gev_20190412_1129,2019/04/12 11:29:00,11:47:00,11:37:00,B7.1
6,gev_20190412_2236,2019/04/12 22:36:00,00:30:00,23:36:00,B1.5
7,gev_20190413_0224,2019/04/13 02:24:00,02:31:00,02:28:00,B1.3
8,gev_20190413_0345,2019/04/13 03:45:00,03:53:00,03:49:00,B1.0
9,gev_20190413_0710,2019/04/13 07:10:00,08:00:00,07:36:00,B1.5
10,gev_20190414_0425,2019/04/14 04:25:00,05:15:00,04:44:00,A8.0
11,gev_20190414_1859,2019/04/14 18:59:00,19:04:00,19:02:00,B1.4
12,gev_20190414_2044,2019/04/14 20:44:00,20:49:00,20:47:00,B1.3
13,gev_20190414_2108,2019/04/14 21:08:00,21:14:00,21:11:00,B1.4
14,gev_20190415_1927,2019/04/15 19:27:00,19:34:00,19:31:00,B3.3
15,gev_20190416_0449,2019/04/16 04:49:00,05:09:00,05:01:00,A4.3
16,gev_20190416_0735,2019/04/16 07:35:00,08:40:00,08:01:00,A1.6
1,gev_20190410_0007,2019/04/10 00:07:00,00:25:00,00:15:00,B2.5
2,gev_20190410_0202,2019/04/10 02:02:00,02:15:00,02:08:00,B1.3
3,gev_20190410_0459,2019/04/10 04:59:00,06:00:00,05:24:00,B2.0
4,gev_20190410_1136,2019/04/10 11:36:00,12:18:00,12:01:00,B1.0
5,gev_20190410_1306,2019/04/10 13:06:00,14:25:00,13:27:00,B1.3
6,gev_20190410_1651,2019/04/10 16:51:00,17:34:00,17:11:00,B2.1
7,gev_20190411_1002,2019/04/11 10:02:00,13:45:00,12:34:00,B4.5
8,gev_20190411_1712,2019/04/11 17:12:00,17:35:00,17:23:00,B1.2
9,gev_20190412_0920,2019/04/12 09:20:00,09:32:00,09:27:00,B3.6
10,gev_20190412_1119,2019/04/12 11:19:00,11:27:00,11:22:00,B1.7
11,gev_20190412_1129,2019/04/12 11:29:00,11:47:00,11:37:00,B7.1
12,gev_20190412_2236,2019/04/12 22:36:00,00:30:00,23:36:00,B1.5
13,gev_20190413_0224,2019/04/13 02:24:00,02:31:00,02:28:00,B1.3
14,gev_20190413_0345,2019/04/13 03:45:00,03:53:00,03:49:00,B1.0
15,gev_20190413_0710,2019/04/13 07:10:00,08:00:00,07:36:00,B1.5
16,gev_20190414_0425,2019/04/14 04:25:00,05:15:00,04:44:00,A8.0
17,gev_20190414_1859,2019/04/14 18:59:00,19:04:00,19:02:00,B1.4
18,gev_20190414_2044,2019/04/14 20:44:00,20:49:00,20:47:00,B1.3
19,gev_20190414_2108,2019/04/14 21:08:00,21:14:00,21:11:00,B1.4
20,gev_20190415_1927,2019/04/15 19:27:00,19:34:00,19:31:00,B3.3
1,gev_20190409_2344,2019/04/09 23:44:00,23:58:00,23:51:00,B2.1
2,gev_20190410_0007,2019/04/10 00:07:00,00:25:00,00:15:00,B2.5
3,gev_20190410_0202,2019/04/10 02:02:00,02:15:00,02:08:00,B1.3
4,gev_20190410_0459,2019/04/10 04:59:00,06:00:00,05:24:00,B2.0
5,gev_20190410_1136,2019/04/10 11:36:00,12:18:00,12:01:00,B1.0
6,gev_20190410_1306,2019/04/10 13:06:00,14:25:00,13:27:00,B1.3
7,gev_20190410_1651,2019/04/10 16:51:00,17:34:00,17:11:00,B2.1
8,gev_20190411_1002,2019/04/11 10:02:00,13:45:00,12:34:00,B4.5
9,gev_20190411_1712,2019/04/11 17:12:00,17:35:00,17:23:00,B1.2
10,gev_20190412_0920,2019/04/12 09:20:00,09:32:00,09:27:00,B3.6
11,gev_20190412_1119,2019/04/12 11:19:00,11:27:00,11:22:00,B1.7
12,gev_20190412_1129,2019/04/12 11:29:00,11:47:00,11:37:00,B7.1
13,gev_20190412_2236,2019/04/12 22:36:00,00:30:00,23:36:00,B1.5
14,gev_20190413_0224,2019/04/13 02:24:00,02:31:00,02:28:00,B1.3
15,gev_20190413_0345,2019/04/13 03:45:00,03:53:00,03:49:00,B1.0
16,gev_20190413_0710,2019/04/13 07:10:00,08:00:00,07:36:00,B1.5
17,gev_20190414_0425,2019/04/14 04:25:00,05:15:00,04:44:00,A8.0
18,gev_20190414_1859,2019/04/14 18:59:00,19:04:00,19:02:00,B1.4
19,gev_20190414_2044,2019/04/14 20:44:00,20:49:00,20:47:00,B1.3
20,gev_20190414_2108,2019/04/14 21:08:00,21:14:00,21:11:00,B1.4
1,gev_20190409_2259,2019/04/09 22:59:00,23:06:00,23:03:00,A7.9
2,gev_20190409_2322,2019/04/09 23:22:00,23:31:00,23:26:00,B1.3
3,gev_20190409_2323,2019/04/09 23:23:00,23:33:00,23:26:00,B1.3
4,gev_20190409_2344,2019/04/09 23:44:00,23:58:00,23:51:00,B2.1
5,gev_20190410_0007,2019/04/10 00:07:00,00:25:00,00:15:00,B2.5
6,gev_20190410_0202,2019/04/10 02:02:00,02:15:00,02:08:00,B1.3
7,gev_20190410_0459,2019/04/10 04:59:00,06:00:00,05:24:00,B2.0
8,gev_20190410_1136,2019/04/10 11:36:00,12:18:00,12:01:00,B1.0
9,gev_20190410_1306,2019/04/10 13:06:00,14:25:00,13:27:00,B1.3
10,gev_20190410_1651,2019/04/10 16:51:00,17:34:00,17:11:00,B2.1
11,gev_20190411_1002,2019/04/11 10:02:00,13:45:00,12:34:00,B4.5
12,gev_20190411_1712,2019/04/11 17:12:00,17:35:00,17:23:00,B1.2
13,gev_20190412_0920,2019/04/12 09:20:00,09:32:00,09:27:00,B3.6
14,gev_20190412_1119,2019/04/12 11:19:00,11:27:00,11:22:00,B1.7
15,gev_20190412_1129,2019/04/12 11:29:00,11:47:00,11:37:00,B7.1
16,gev_20190412_2236,2019/04/12 22:36:00,00:30:00,23:36:00,B1.5
17,gev_20190413_0224,2019/04/13 02:24:00,02:31:00,02:28:00,B1.3
18,gev_20190413_0345,2019/04/13 03:45:00,03:53:00,03:49:00,B1.0
19,gev_20190413_0710,2019/04/13 07:10:00,08:00:00,07:36:00,B1.5
20,gev_20190414_0425,2019/04/14 04:25:00,05:15:00,04:44:00,A8.0
1,gev_20190409_1216,2019/04/09 12:16:00,12:36:00,12:21:00,B1.1
2,gev_20190409_1338,2019/04/09 13:38:00,13:56:00,13:49:00,B1.0
3,gev_20190409_2259,2019/04/09 22:59:00,23:06:00,23:03:00,A7.9
4,gev_20190409_2322,2019/04/09 23:22:00,23:31:00,23:26:00,B1.3
5,gev_20190409_2323,2019/04/09 23:23:00,23:33:00,23:26:00,B1.3
6,gev_20190409_2344,2019/04/09 23:44:00,23:58:00,23:51:00,B2.1
7,gev_20190410_0007,2019/04/10 00:07:00,00:25:00,00:15:00,B2.5
8,gev_20190410_0202,2019/04/10 02:02:00,02:15:00,02:08:00,B1.3
9,gev_20190410_0459,2019/04/10 04:59:00,06:00:00,05:24:00,B2.0
10,gev_20190410_1136,2019/04/10 11:36:00,12:18:00,12:01:00,B1.0
11,gev_20190410_1306,2019/04/10 13:06:00,14:25:00,13:27:00,B1.3
12,gev_20190410_1651,2019/04/10 16:51:00,17:34:00,17:11:00,B2.1
13,gev_20190411_1002,2019/04/11 10:02:00,13:45:00,12:34:00,B4.5
14,gev_20190411_1712,2019/04/11 17:12:00,17:35:00,17:23:00,B1.2
15,gev_20190412_0920,2019/04/12 09:20:00,09:32:00,09:27:00,B3.6
16,gev_20190412_1119,2019/04/12 11:19:00,11:27:00,11:22:00,B1.7
17,gev_20190412_1129,2019/04/12 11:29:00,11:47:00,11:37:00,B7.1
18,gev_20190412_2236,2019/04/12 22:36:00,00:30:00,23:36:00,B1.5
19,gev_20190413_0224,2019/04/13 02:24:00,02:31:00,02:28:00,B1.3
20,gev_20190413_0345,2019/04/13 03:45:00,03:53:00,03:49:00,B1.0
1,gev_20190408_1601,2019/04/08 16:01:00,16:17:00,16:13:00,B3.3
2,gev_20190408_2220,2019/04/08 22:20:00,22:29:00,22:25:00,B1.7
3,gev_20190409_0001,2019/04/09 00:01:00,01:24:00,00:24:00,B4.5
4,gev_20190409_0517,2019/04/09 05:17:00,05:33:00,05:25:00,B3.3
5,gev_20190409_0655,2019/04/09 06:55:00,07:16:00,07:04:00,B1.7
6,gev_20190409_1216,2019/04/09 12:16:00,12:36:00,12:21:00,B1.1
7,gev_20190409_1338,2019/04/09 13:38:00,13:56:00,13:49:00,B1.0
8,gev_20190409_2259,2019/04/09 22:59:00,23:06:00,23:03:00,A7.9
9,gev_20190409_2322,2019/04/09 23:22:00,23:31:00,23:26:00,B1.3
10,gev_20190409_2323,2019/04/09 23:23:00,23:33:00,23:26:00,B1.3
11,gev_20190409_2344,2019/04/09 23:44:00,23:58:00,23:51:00,B2.1
12,gev_20190410_0007,2019/04/10 00:07:00,00:25:00,00:15:00,B2.5
13,gev_20190410_0202,2019/04/10 02:02:00,02:15:00,02:08:00,B1.3
14,gev_20190410_0459,2019/04/10 04:59:00,06:00:00,05:24:00,B2.0
15,gev_20190410_1136,2019/04/10 11:36:00,12:18:00,12:01:00,B1.0
16,gev_20190410_1306,2019/04/10 13:06:00,14:25:00,13:27:00,B1.3
17,gev_20190410_1651,2019/04/10 16:51:00,17:34:00,17:11:00,B2.1
18,gev_20190411_1002,2019/04/11 10:02:00,13:45:00,12:34:00,B4.5
19,gev_20190411_1712,2019/04/11 17:12:00,17:35:00,17:23:00,B1.2
20,gev_20190412_0920,2019/04/12 09:20:00,09:32:00,09:27:00,B3.6
