Events,EName,Start,Stop,peak,GOES Class,Derived Position
1,gev_20181226_0944,2018/12/26 09:44:00,09:48:00,09:46:00,A2.1
2,gev_20181226_1312,2018/12/26 13:12:00,15:05:00,14:07:00,A2.0
1,gev_20181226_0944,2018/12/26 09:44:00,09:48:00,09:46:00,A2.1
2,gev_20181226_1312,2018/12/26 13:12:00,15:05:00,14:07:00,A2.0
1,gev_20181220_0001,2018/12/20 00:01:00,00:21:00,00:12:00,A6.4
1,gev_20181219_0922,2018/12/19 09:22:00,10:00:00,09:35:00,A2.4
2,gev_20181219_1143,2018/12/19 11:43:00,12:15:00,11:56:00,A4.0
3,gev_20181220_0001,2018/12/20 00:01:00,00:21:00,00:12:00,A6.4
1,gev_20181219_0922,2018/12/19 09:22:00,10:00:00,09:35:00,A2.4
2,gev_20181219_1143,2018/12/19 11:43:00,12:15:00,11:56:00,A4.0
3,gev_20181220_0001,2018/12/20 00:01:00,00:21:00,00:12:00,A6.4
1,gev_20181219_0922,2018/12/19 09:22:00,10:00:00,09:35:00,A2.4
2,gev_20181219_1143,2018/12/19 11:43:00,12:15:00,11:56:00,A4.0
3,gev_20181220_0001,2018/12/20 00:01:00,00:21:00,00:12:00,A6.4
1,gev_20181219_0922,2018/12/19 09:22:00,10:00:00,09:35:00,A2.4
2,gev_20181219_1143,2018/12/19 11:43:00,12:15:00,11:56:00,A4.0
3,gev_20181220_0001,2018/12/20 00:01:00,00:21:00,00:12:00,A6.4
1,gev_20181215_0319,2018/12/15 03:19:00,03:50:00,03:23:00,A2.1
2,gev_20181215_0820,2018/12/15 08:20:00,08:35:00,08:24:00,A3.5
3,gev_20181215_1349,2018/12/15 13:49:00,13:58:00,13:53:00,B1.0
4,gev_20181219_0922,2018/12/19 09:22:00,10:00:00,09:35:00,A2.4
5,gev_20181219_1143,2018/12/19 11:43:00,12:15:00,11:56:00,A4.0
6,gev_20181220_0001,2018/12/20 00:01:00,00:21:00,00:12:00,A6.4
1,gev_20181215_0319,2018/12/15 03:19:00,03:50:00,03:23:00,A2.1
2,gev_20181215_0820,2018/12/15 08:20:00,08:35:00,08:24:00,A3.5
3,gev_20181215_1349,2018/12/15 13:49:00,13:58:00,13:53:00,B1.0
4,gev_20181219_0922,2018/12/19 09:22:00,10:00:00,09:35:00,A2.4
5,gev_20181219_1143,2018/12/19 11:43:00,12:15:00,11:56:00,A4.0
6,gev_20181220_0001,2018/12/20 00:01:00,00:21:00,00:12:00,A6.4
1,gev_20181215_0319,2018/12/15 03:19:00,03:50:00,03:23:00,A2.1
2,gev_20181215_0820,2018/12/15 08:20:00,08:35:00,08:24:00,A3.5
3,gev_20181215_1349,2018/12/15 13:49:00,13:58:00,13:53:00,B1.0
1,gev_20181215_0319,2018/12/15 03:19:00,03:50:00,03:23:00,A2.1
2,gev_20181215_0820,2018/12/15 08:20:00,08:35:00,08:24:00,A3.5
3,gev_20181215_1349,2018/12/15 13:49:00,13:58:00,13:53:00,B1.0
1,gev_20181211_0854,2018/12/11 08:54:00,09:04:00,09:00:00,A3.1
2,gev_20181215_0319,2018/12/15 03:19:00,03:50:00,03:23:00,A2.1
3,gev_20181215_0820,2018/12/15 08:20:00,08:35:00,08:24:00,A3.5
4,gev_20181215_1349,2018/12/15 13:49:00,13:58:00,13:53:00,B1.0
1,gev_20181210_1426,2018/12/10 14:26:00,14:54:00,14:37:00,A8.0
2,gev_20181210_1527,2018/12/10 15:27:00,16:09:00,16:00:00,A6.4
3,gev_20181211_0854,2018/12/11 08:54:00,09:04:00,09:00:00,A3.1
4,gev_20181215_0319,2018/12/15 03:19:00,03:50:00,03:23:00,A2.1
5,gev_20181215_0820,2018/12/15 08:20:00,08:35:00,08:24:00,A3.5
6,gev_20181215_1349,2018/12/15 13:49:00,13:58:00,13:53:00,B1.0
1,gev_20181209_0023,2018/12/09 00:23:00,00:45:00,00:31:00,B1.0
2,gev_20181209_0102,2018/12/09 01:02:00,01:23:00,01:10:00,A7.0
3,gev_20181209_0552,2018/12/09 05:52:00,06:25:00,06:05:00,B1.2
4,gev_20181209_0656,2018/12/09 06:56:00,07:17:00,07:10:00,B2.4
5,gev_20181209_0705,2018/12/09 07:05:00,07:16:00,07:10:00,B2.4
6,gev_20181209_0717,2018/12/09 07:17:00,07:27:00,07:20:00,B2.3
7,gev_20181209_0910,2018/12/09 09:10:00,09:30:00,09:18:00,A9.5
8,gev_20181209_1017,2018/12/09 10:17:00,10:30:00,10:21:00,A8.3
9,gev_20181209_1447,2018/12/09 14:47:00,15:11:00,15:02:00,B1.2
10,gev_20181209_1449,2018/12/09 14:49:00,14:56:00,14:53:00,B1.1
11,gev_20181209_2035,2018/12/09 20:35:00,20:44:00,20:39:00,B1.0
12,gev_20181210_1426,2018/12/10 14:26:00,14:54:00,14:37:00,A8.0
13,gev_20181210_1527,2018/12/10 15:27:00,16:09:00,16:00:00,A6.4
14,gev_20181211_0854,2018/12/11 08:54:00,09:04:00,09:00:00,A3.1
15,gev_20181215_0319,2018/12/15 03:19:00,03:50:00,03:23:00,A2.1
1,gev_20181208_1958,2018/12/08 19:58:00,21:27:00,20:56:00,A8.2
2,gev_20181209_0023,2018/12/09 00:23:00,00:45:00,00:31:00,B1.0
3,gev_20181209_0102,2018/12/09 01:02:00,01:23:00,01:10:00,A7.0
4,gev_20181209_0552,2018/12/09 05:52:00,06:25:00,06:05:00,B1.2
5,gev_20181209_0656,2018/12/09 06:56:00,07:17:00,07:10:00,B2.4
6,gev_20181209_0705,2018/12/09 07:05:00,07:16:00,07:10:00,B2.4
7,gev_20181209_0717,2018/12/09 07:17:00,07:27:00,07:20:00,B2.3
8,gev_20181209_0910,2018/12/09 09:10:00,09:30:00,09:18:00,A9.5
9,gev_20181209_1017,2018/12/09 10:17:00,10:30:00,10:21:00,A8.3
10,gev_20181209_1447,2018/12/09 14:47:00,15:11:00,15:02:00,B1.2
11,gev_20181209_1449,2018/12/09 14:49:00,14:56:00,14:53:00,B1.1
12,gev_20181209_2035,2018/12/09 20:35:00,20:44:00,20:39:00,B1.0
13,gev_20181210_1426,2018/12/10 14:26:00,14:54:00,14:37:00,A8.0
14,gev_20181210_1527,2018/12/10 15:27:00,16:09:00,16:00:00,A6.4
15,gev_20181211_0854,2018/12/11 08:54:00,09:04:00,09:00:00,A3.1
1,gev_20181207_1951,2018/12/07 19:51:00,20:02:00,19:55:00,B1.2
2,gev_20181208_1958,2018/12/08 19:58:00,21:27:00,20:56:00,A8.2
3,gev_20181209_0023,2018/12/09 00:23:00,00:45:00,00:31:00,B1.0
4,gev_20181209_0102,2018/12/09 01:02:00,01:23:00,01:10:00,A7.0
5,gev_20181209_0552,2018/12/09 05:52:00,06:25:00,06:05:00,B1.2
6,gev_20181209_0656,2018/12/09 06:56:00,07:17:00,07:10:00,B2.4
7,gev_20181209_0705,2018/12/09 07:05:00,07:16:00,07:10:00,B2.4
8,gev_20181209_0717,2018/12/09 07:17:00,07:27:00,07:20:00,B2.3
9,gev_20181209_0910,2018/12/09 09:10:00,09:30:00,09:18:00,A9.5
10,gev_20181209_1017,2018/12/09 10:17:00,10:30:00,10:21:00,A8.3
11,gev_20181209_1447,2018/12/09 14:47:00,15:11:00,15:02:00,B1.2
12,gev_20181209_1449,2018/12/09 14:49:00,14:56:00,14:53:00,B1.1
13,gev_20181209_2035,2018/12/09 20:35:00,20:44:00,20:39:00,B1.0
14,gev_20181210_1426,2018/12/10 14:26:00,14:54:00,14:37:00,A8.0
15,gev_20181210_1527,2018/12/10 15:27:00,16:09:00,16:00:00,A6.4
16,gev_20181211_0854,2018/12/11 08:54:00,09:04:00,09:00:00,A3.1
1,gev_20181207_1951,2018/12/07 19:51:00,20:02:00,19:55:00,B1.2
2,gev_20181208_1958,2018/12/08 19:58:00,21:27:00,20:56:00,A8.2
3,gev_20181209_0023,2018/12/09 00:23:00,00:45:00,00:31:00,B1.0
4,gev_20181209_0102,2018/12/09 01:02:00,01:23:00,01:10:00,A7.0
5,gev_20181209_0552,2018/12/09 05:52:00,06:25:00,06:05:00,B1.2
6,gev_20181209_0656,2018/12/09 06:56:00,07:17:00,07:10:00,B2.4
7,gev_20181209_0705,2018/12/09 07:05:00,07:16:00,07:10:00,B2.4
8,gev_20181209_0717,2018/12/09 07:17:00,07:27:00,07:20:00,B2.3
9,gev_20181209_0910,2018/12/09 09:10:00,09:30:00,09:18:00,A9.5
10,gev_20181209_1017,2018/12/09 10:17:00,10:30:00,10:21:00,A8.3
11,gev_20181209_1447,2018/12/09 14:47:00,15:11:00,15:02:00,B1.2
12,gev_20181209_1449,2018/12/09 14:49:00,14:56:00,14:53:00,B1.1
13,gev_20181209_2035,2018/12/09 20:35:00,20:44:00,20:39:00,B1.0
14,gev_20181210_1426,2018/12/10 14:26:00,14:54:00,14:37:00,A8.0
15,gev_20181210_1527,2018/12/10 15:27:00,16:09:00,16:00:00,A6.4
16,gev_20181211_0854,2018/12/11 08:54:00,09:04:00,09:00:00,A3.1
1,gev_20181205_0916,2018/12/05 09:16:00,09:40:00,09:24:00,A6.0
