Events,EName,Start,Stop,peak,GOES Class,Derived Position
1,gev_20190408_0949,2019/04/08 09:49:00,09:54:00,09:52:00,B1.0
2,gev_20190408_1355,2019/04/08 13:55:00,14:08:00,14:00:00,B5.7
3,gev_20190408_1550,2019/04/08 15:50:00,15:57:00,15:53:00,B2.6
4,gev_20190408_1601,2019/04/08 16:01:00,16:17:00,16:13:00,B3.3
5,gev_20190408_2220,2019/04/08 22:20:00,22:29:00,22:25:00,B1.7
6,gev_20190409_0001,2019/04/09 00:01:00,01:24:00,00:24:00,B4.5
7,gev_20190409_0517,2019/04/09 05:17:00,05:33:00,05:25:00,B3.3
8,gev_20190409_0655,2019/04/09 06:55:00,07:16:00,07:04:00,B1.7
9,gev_20190409_1216,2019/04/09 12:16:00,12:36:00,12:21:00,B1.1
10,gev_20190409_1338,2019/04/09 13:38:00,13:56:00,13:49:00,B1.0
11,gev_20190409_2259,2019/04/09 22:59:00,23:06:00,23:03:00,A7.9
12,gev_20190409_2322,2019/04/09 23:22:00,23:31:00,23:26:00,B1.3
13,gev_20190409_2323,2019/04/09 23:23:00,23:33:00,23:26:00,B1.3
14,gev_20190409_2344,2019/04/09 23:44:00,23:58:00,23:51:00,B2.1
15,gev_20190410_0007,2019/04/10 00:07:00,00:25:00,00:15:00,B2.5
16,gev_20190410_0202,2019/04/10 02:02:00,02:15:00,02:08:00,B1.3
17,gev_20190410_0459,2019/04/10 04:59:00,06:00:00,05:24:00,B2.0
18,gev_20190410_1136,2019/04/10 11:36:00,12:18:00,12:01:00,B1.0
19,gev_20190410_1306,2019/04/10 13:06:00,14:25:00,13:27:00,B1.3
20,gev_20190410_1651,2019/04/10 16:51:00,17:34:00,17:11:00,B2.1
1,gev_20190408_0109,2019/04/08 01:09:00,01:20:00,01:16:00,B1.7
2,gev_20190408_0136,2019/04/08 01:36:00,02:08:00,01:44:00,B2.1
3,gev_20190408_0615,2019/04/08 06:15:00,06:35:00,06:25:00,B2.7
4,gev_20190408_0949,2019/04/08 09:49:00,09:54:00,09:52:00,B1.0
5,gev_20190408_1355,2019/04/08 13:55:00,14:08:00,14:00:00,B5.7
6,gev_20190408_1550,2019/04/08 15:50:00,15:57:00,15:53:00,B2.6
7,gev_20190408_1601,2019/04/08 16:01:00,16:17:00,16:13:00,B3.3
8,gev_20190408_2220,2019/04/08 22:20:00,22:29:00,22:25:00,B1.7
9,gev_20190409_0001,2019/04/09 00:01:00,01:24:00,00:24:00,B4.5
10,gev_20190409_0517,2019/04/09 05:17:00,05:33:00,05:25:00,B3.3
11,gev_20190409_0655,2019/04/09 06:55:00,07:16:00,07:04:00,B1.7
12,gev_20190409_1216,2019/04/09 12:16:00,12:36:00,12:21:00,B1.1
13,gev_20190409_1338,2019/04/09 13:38:00,13:56:00,13:49:00,B1.0
14,gev_20190409_2259,2019/04/09 22:59:00,23:06:00,23:03:00,A7.9
15,gev_20190409_2322,2019/04/09 23:22:00,23:31:00,23:26:00,B1.3
16,gev_20190409_2323,2019/04/09 23:23:00,23:33:00,23:26:00,B1.3
17,gev_20190409_2344,2019/04/09 23:44:00,23:58:00,23:51:00,B2.1
18,gev_20190410_0007,2019/04/10 00:07:00,00:25:00,00:15:00,B2.5
19,gev_20190410_0202,2019/04/10 02:02:00,02:15:00,02:08:00,B1.3
20,gev_20190410_0459,2019/04/10 04:59:00,06:00:00,05:24:00,B2.0
1,gev_20190404_1533,2019/04/04 15:33:00,15:48:00,15:40:00,A2.6
2,gev_20190405_2148,2019/04/05 21:48:00,22:02:00,21:53:00,A5.0
