harpnum,t_rec,totusjh,totusjz,absnjzh,savncpp,usflux,area_acr,meangam,meangbt,meangbz,meangbh,meanjzh,meanjzd,latdtmin,latdtmax,londtmin,londtmax,harpnum,t_rec,totbsq,totfz,epsz,totfy,totfx,epsy,epsx
2433,2013.02.09_12:00:00_TAI,340.489,4374430000000.0,32.01,1497694000000.0,6.714353e+21,216.981247,49.042,58.403,59.868,31.336,-0.00345418,-0.31548455,6.8012,15.2411,65.169701,84.050598,2436,2013.02.04_12:00:00_TAI,1352400000.0,-36.356,-0.051,-212.66,-292.86,0.1491,0.2054
2433,2013.02.09_13:00:00_TAI,344.205,4275637000000.0,26.652,1630176000000.0,6.475094e+21,218.307678,49.789,57.76,57.92,32.599,-0.00301942,-0.36050889,6.8012,15.2411,65.733704,84.6147,2436,2013.02.04_13:00:00_TAI,1340600000.0,-46.264,-0.0655,-205.63,-290.82,0.1455,0.2057
2433,2013.02.09_14:00:00_TAI,357.0,4369625000000.0,25.808,1407764000000.0,6.353576e+21,211.876953,49.9,58.814,58.707,32.896,-0.00298323,-0.31773081,6.8012,15.2411,66.297798,85.178703,2436,2013.02.04_14:00:00_TAI,1335900000.0,-36.782,-0.0522,-202.82,-290.29,0.144,0.2061
2433,2013.02.09_15:00:00_TAI,355.186,4182633000000.0,25.345,1223866000000.0,6.231956e+21,208.509949,49.748,57.185,58.354,32.396,-0.00307171,-0.2723968,6.8012,15.2411,66.861801,85.742699,2436,2013.02.04_15:00:00_TAI,1341500000.0,-32.856,-0.0465,-199.31,-292.81,0.1409,0.207
2433,2013.02.09_16:00:00_TAI,355.06,4025110000000.0,22.498,1321368000000.0,6.101245e+21,213.663208,50.759,55.231,54.947,31.307,-0.00279686,-0.21225493,6.8012,15.2411,67.425797,86.306702,2436,2013.02.04_16:00:00_TAI,1437300000.0,-20.943,-0.0276,-203.96,-316.97,0.1346,0.2092
2433,2013.02.09_17:00:00_TAI,373.6,4000855000000.0,21.875,1275984000000.0,5.900383e+21,211.077209,51.866,54.94,55.043,31.755,-0.0028673,-0.1793956,6.8012,15.2411,67.989899,86.870796,2436,2013.02.04_17:00:00_TAI,1524000000.0,-0.95601,-0.0012,-186.65,-335.49,0.1162,0.2088
2433,2013.02.09_18:00:00_TAI,387.871,4105036000000.0,21.124,930129400000.0,5.67429e+21,210.395157,53.839,53.973,53.79,33.309,-0.00284839,-0.13596265,6.8012,15.2411,68.553902,87.434799,2436,2013.02.04_18:00:00_TAI,1614100000.0,11.072,0.013,-165.46,-367.36,0.0972,0.2159
2433,2013.02.09_19:00:00_TAI,353.397,3738377000000.0,22.707,1367152000000.0,5.250548e+21,203.429001,55.372,52.654,56.279,30.881,-0.00329943,0.11339249,6.8012,15.2411,69.117897,87.998802,2436,2013.02.04_19:00:00_TAI,1584300000.0,-48.57,-0.0582,-204.52,-380.88,0.1224,0.228
2433,2013.02.09_20:00:00_TAI,370.604,3507774000000.0,17.506,773440900000.0,5.024482e+21,200.718384,53.753,52.293,51.721,33.214,-0.00294663,0.14585052,6.8012,15.2411,69.6819,88.562897,2436,2013.02.04_20:00:00_TAI,1553800000.0,-63.98,-0.0781,-221.51,-375.11,0.1352,0.229
2433,2013.02.09_21:00:00_TAI,385.313,3879600000000.0,17.427,786329000000.0,5.344142e+21,201.165497,55.978,49.867,50.198,32.035,-0.00248359,0.15202212,6.8012,15.2411,70.246002,89.1269,2436,2013.02.04_21:00:00_TAI,1585700000.0,-41.691,-0.0499,-214.36,-387.79,0.1282,0.2319
2433,2013.02.09_22:00:00_TAI,425.928,4272957000000.0,41.923,1127884000000.0,5.21425e+21,205.886124,54.924,63.824,77.393,34.019,-0.00645266,0.00718637,6.8012,15.2411,70.809998,89.690903,2436,2013.02.04_22:00:00_TAI,1596300000.0,-6.0085,-0.0071,-167.67,-402.59,0.0996,0.2392
2433,2013.02.09_23:00:00_TAI,477.915,4742320000000.0,12.604,879082700000.0,4.982838e+21,206.654327,53.863,72.044,84.832,38.336,-0.00219769,-0.29933578,6.8012,15.2411,71.374001,90.254898,2436,2013.02.04_23:00:00_TAI,1455000000.0,-32.593,-0.0425,-111.17,-388.96,0.0725,0.2535
2433,2013.02.10_00:00:00_TAI,417.471,4375338000000.0,183.605,3104258000000.0,4.053797e+21,210.074051,51.348,80.617,108.204,40.446,0.0422567,-0.84335822,6.8012,15.2411,71.938103,90.819,2436,2013.02.05_00:00:00_TAI,1366100000.0,-46.38,-0.0644,-114.31,-363.53,0.0794,0.2524
2433,2013.02.10_01:00:00_TAI,288.802,3538852000000.0,34.811,520121400000.0,2.496755e+21,214.807556,45.834,104.124,116.634,58.073,0.01242823,0.18150373,6.8012,15.2411,72.502098,91.383003,2436,2013.02.05_01:00:00_TAI,1382600000.0,-55.813,-0.0766,-128.77,-366.5,0.0883,0.2514
2433,2013.02.10_02:00:00_TAI,48.94,1067298000000.0,0.133,168663400000.0,7.599515e+20,211.362534,42.359,104.458,141.43,41.827,9.828e-05,0.24279463,6.8012,15.2411,73.066101,91.946999,2436,2013.02.05_02:00:00_TAI,1408200000.0,-64.541,-0.0869,-127.18,-382.98,0.0857,0.2579
2433,2013.02.10_03:00:00_TAI,6.024,222566600000.0,1.648,229935100000.0,2.737611e+20,206.56131,17.958,59.491,80.771,18.11,-0.00284661,-0.77506906,6.8012,15.2411,73.630203,92.511101,2436,2013.02.05_03:00:00_TAI,1399400000.0,-58.579,-0.0794,-116.07,-379.19,0.0787,0.257
2433,2013.02.10_04:00:00_TAI,6.83,226331300000.0,1.159,224210700000.0,2.534988e+20,161.154541,18.165,58.204,82.454,17.825,-0.00222906,-0.84141028,6.8012,15.2411,74.194199,93.075104,2436,2013.02.05_04:00:00_TAI,1398700000.0,-49.188,-0.0667,-94.165,-389.5,0.0639,0.2641
2433,2013.02.10_05:00:00_TAI,4.221,144411900000.0,0.322,84441420000.0,2.015482e+20,106.175003,18.98,56.902,83.673,16.324,0.00077883,-0.39894256,6.8012,15.2411,74.758202,93.639099,2436,2013.02.05_05:00:00_TAI,1538600000.0,-32.107,-0.0396,-98.197,-431.55,0.0605,0.266
2433,2013.02.10_06:00:00_TAI,4.182,149156700000.0,0.023,56293090000.0,1.781051e+20,48.175121,19.137,62.43,95.389,17.564,6.018e-05,-0.28902677,6.8012,15.2411,75.322197,94.203201,2436,2013.02.05_06:00:00_TAI,1674700000.0,-21.301,-0.0241,-148.68,-446.8,0.0842,0.253
2433,2013.02.10_07:00:00_TAI,1.658,42442940000.0,0.573,37393700000.0,6.925376e+19,21.640474,20.447,66.084,74.381,25.88,-0.00433926,-0.36138654,6.8012,15.2411,75.886299,94.767197,2436,2013.02.05_07:00:00_TAI,1640600000.0,-57.848,-0.0669,-172.58,-438.58,0.0998,0.2535
2433,2013.02.11_01:00:00_TAI,0.0,0.0,0.0,0.0,0.0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,6.8012,15.2411,86.038811,104.919708,2436,2013.02.05_08:00:00_TAI,1593400000.0,-82.857,-0.0986,-167.37,-435.43,0.0996,0.2592
2433,2013.02.11_02:00:00_TAI,0.0,0.0,0.0,0.0,0.0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,6.8012,15.2411,86.602844,105.483742,2436,2013.02.05_09:00:00_TAI,1660300000.0,-57.514,-0.0657,-135.75,-467.66,0.0775,0.2671
2436,2013.02.01_00:00:00_TAI,54.089,1251253000000.0,1.465,14626470000.0,8.939861e+20,67.415977,27.77,126.302,126.53,44.698,0.00098287,0.01921207,9.7806,15.8759,-30.7686,-20.8769,2436,2013.02.05_10:00:00_TAI,1707900000.0,-7.4043,-0.0082,-108.45,-461.81,0.0602,0.2565
2436,2013.02.01_01:00:00_TAI,54.515,1200467000000.0,0.471,21474230000.0,8.472389e+20,69.314049,27.474,130.359,129.476,48.148,-0.00034078,0.03040535,9.7806,15.8759,-30.205999,-20.314301,2436,2013.02.05_11:00:00_TAI,1630100000.0,-32.505,-0.0378,-119.96,-433.76,0.0698,0.2524
2436,2013.02.01_02:00:00_TAI,53.693,1196883000000.0,0.342,96761430000.0,7.885359e+20,68.365692,27.824,129.357,127.574,49.977,0.0002608,-0.14461875,9.7806,15.8759,-29.643299,-19.7516,2436,2013.02.05_12:00:00_TAI,1540100000.0,-62.653,-0.0772,-126.52,-414.25,0.0779,0.2551
2436,2013.02.01_03:00:00_TAI,58.209,1314846000000.0,0.019,21974380000.0,8.278454e+20,71.312172,27.19,128.357,126.601,47.83,1.423e-05,0.03144591,9.7806,15.8759,-29.080601,-19.1889,2436,2013.02.05_13:00:00_TAI,1514600000.0,-85.904,-0.1076,-122.86,-417.69,0.0769,0.2616
2436,2013.02.01_04:00:00_TAI,53.563,1221960000000.0,2.485,57073690000.0,8.064772e+20,68.216766,27.606,127.796,126.355,47.839,-0.0018272,0.08214391,9.7806,15.8759,-28.5179,-18.6262,2436,2013.02.05_14:00:00_TAI,1532600000.0,-96.794,-0.1198,-126.71,-419.62,0.0784,0.2597
2436,2013.02.01_05:00:00_TAI,58.929,1396223000000.0,1.226,108804400000.0,8.862216e+20,71.493866,27.586,127.981,127.835,46.778,-0.00080885,0.14046833,9.7806,15.8759,-27.9552,-18.063601,2436,2013.02.05_15:00:00_TAI,1590100000.0,-85.669,-0.1022,-126.77,-431.42,0.0756,0.2573
2436,2013.02.01_06:00:00_TAI,69.372,1752840000000.0,5.006,401404600000.0,9.648318e+20,70.514328,29.436,124.568,124.564,47.369,-0.00284941,0.44710043,9.7806,15.8759,-27.392599,-17.5009,2436,2013.02.05_16:00:00_TAI,1676700000.0,-71.217,-0.0806,-104.5,-457.56,0.0591,0.2588
2436,2013.02.01_07:00:00_TAI,57.621,1281024000000.0,3.395,291613200000.0,6.988908e+20,71.306961,27.489,123.014,124.553,48.029,0.00299347,-0.50322831,9.7806,15.8759,-26.829901,-16.9382,2436,2013.02.05_17:00:00_TAI,1777800000.0,-46.017,-0.0491,-75.515,-491.58,0.0403,0.2623
2436,2013.02.01_08:00:00_TAI,53.606,1201871000000.0,2.228,8115885000.0,6.422987e+20,72.943024,28.534,128.898,129.137,51.628,0.002161,0.01540418,9.7806,15.8759,-26.2672,-16.3755,2436,2013.02.05_18:00:00_TAI,1826200000.0,-86.683,-0.09,-82.105,-534.26,0.0426,0.2775
2436,2013.02.01_09:00:00_TAI,59.44,1338937000000.0,1.337,263236800000.0,7.380136e+20,79.099098,28.634,134.237,132.293,54.79,-0.00110305,0.42502165,9.7806,15.8759,-25.7045,-15.8128,2436,2013.02.05_19:00:00_TAI,1809500000.0,-142.9,-0.1498,-124.36,-531.53,0.0652,0.2786
2436,2013.02.01_10:00:00_TAI,63.41,1533666000000.0,7.815,611856200000.0,8.466244e+20,82.37529,29.516,128.915,125.633,52.949,-0.00513447,0.78481138,9.7806,15.8759,-25.141899,-15.2502,2436,2013.02.05_20:00:00_TAI,1800100000.0,-141.33,-0.1489,-137.38,-516.81,0.0724,0.2723
2436,2013.02.01_11:00:00_TAI,68.163,1747185000000.0,4.666,366929800000.0,9.513166e+20,88.19297,29.945,127.569,126.483,52.12,-0.00264502,0.40710053,9.7806,15.8759,-24.579201,-14.6875,2436,2013.02.05_21:00:00_TAI,1907100000.0,-109.86,-0.1093,-108.36,-557.95,0.0539,0.2775
2436,2013.02.01_12:00:00_TAI,72.729,1811201000000.0,7.047,561460400000.0,8.619115e+20,84.202316,30.04,131.897,130.805,53.33,-0.00451761,0.70445389,9.7806,15.8759,-24.0165,-14.1248,2436,2013.02.05_22:00:00_TAI,1837000000.0,-117.65,-0.1215,-37.727,-559.89,0.0195,0.2891
2436,2013.02.01_13:00:00_TAI,70.752,1710001000000.0,4.403,500668600000.0,7.971478e+20,84.992264,29.123,126.543,126.166,51.258,-0.00309859,0.68970215,9.7806,15.8759,-23.4538,-13.5621,2436,2013.02.05_23:00:00_TAI,1713100000.0,-154.81,-0.1714,-42.759,-526.05,0.0237,0.2912
2436,2013.02.01_14:00:00_TAI,60.488,1466997000000.0,8.522,669101700000.0,7.463703e+20,84.207405,29.338,128.945,129.476,52.434,-0.00651491,1.00147426,9.7806,15.8759,-22.891199,-12.9995,2436,2013.02.06_00:00:00_TAI,1767300000.0,-189.44,-0.2033,-83.268,-528.53,0.0447,0.2836
2436,2013.02.01_15:00:00_TAI,55.263,1364372000000.0,6.882,624582900000.0,6.969946e+20,79.09182,28.933,125.612,125.213,50.362,-0.00552788,0.98225778,9.7806,15.8759,-22.328501,-12.4368,2436,2013.02.06_01:00:00_TAI,1766700000.0,-209.29,-0.2247,-85.126,-514.93,0.0457,0.2764
2436,2013.02.01_16:00:00_TAI,61.463,1534380000000.0,8.157,702604900000.0,7.73938e+20,77.197906,29.613,130.235,128.947,54.85,-0.0057725,0.97368485,9.7806,15.8759,-21.7658,-11.8741,2436,2013.02.06_02:00:00_TAI,1806100000.0,-212.63,-0.2233,-80.903,-530.24,0.0425,0.2784
2436,2013.02.01_17:00:00_TAI,57.599,1380310000000.0,8.399,577762200000.0,7.309111e+20,80.859535,29.765,137.13,133.869,58.304,-0.00655146,0.88256598,9.7806,15.8759,-21.2031,-11.3114,2436,2013.02.06_03:00:00_TAI,1827100000.0,-223.03,-0.2315,-67.691,-539.44,0.0351,0.28
2436,2013.02.01_18:00:00_TAI,48.494,1104448000000.0,5.845,507131200000.0,6.184856e+20,87.389618,29.066,137.106,133.39,59.707,-0.00571313,0.97085953,9.7806,15.8759,-20.640499,-10.7488,2436,2013.02.06_04:00:00_TAI,1869800000.0,-235.72,-0.2391,-42.15,-563.6,0.0214,0.2859
2436,2013.02.01_19:00:00_TAI,50.152,1122728000000.0,2.464,261570900000.0,6.1415e+20,86.581001,29.629,137.17,135.69,59.247,-0.00251212,0.52220941,9.7806,15.8759,-20.077801,-10.1861,2436,2013.02.06_05:00:00_TAI,2003700000.0,-224.09,-0.2121,-13.506,-610.81,0.0064,0.2891
2436,2013.02.01_20:00:00_TAI,61.596,1318301000000.0,10.114,661106900000.0,6.733173e+20,88.580032,28.223,141.603,142.995,56.595,-0.00968787,1.24020576,9.7806,15.8759,-19.5151,-9.6234,2436,2013.02.06_06:00:00_TAI,2200200000.0,-216.22,-0.1864,-30.899,-658.37,0.0133,0.2838
2436,2013.02.01_21:00:00_TAI,69.655,1766510000000.0,7.459,362557400000.0,8.836288e+20,84.370728,30.369,129.393,129.174,53.206,-0.00458141,0.43614271,9.7806,15.8759,-18.9524,-9.0607,2436,2013.02.06_07:00:00_TAI,2242500000.0,-269.26,-0.2278,-78.835,-642.36,0.0333,0.2717
2436,2013.02.01_22:00:00_TAI,52.89,1201249000000.0,2.773,160585600000.0,7.699976e+20,88.803581,28.398,129.828,129.771,51.452,-0.00215631,0.24453536,9.7806,15.8759,-18.3897,-8.4981,2436,2013.02.06_08:00:00_TAI,2193700000.0,-336.69,-0.2911,-93.495,-623.09,0.0404,0.2694
2436,2013.02.01_23:00:00_TAI,52.178,1151929000000.0,7.532,436587600000.0,7.141443e+20,87.616409,29.105,141.715,141.372,56.433,-0.00660119,0.74923742,9.7806,15.8759,-17.827101,-7.9354,2436,2013.02.06_09:00:00_TAI,2267100000.0,-345.27,-0.2889,-70.329,-661.14,0.0294,0.2766
2436,2013.02.02_00:00:00_TAI,56.968,1257043000000.0,3.413,160721400000.0,7.350506e+20,94.223251,29.273,138.048,138.817,56.68,-0.00288713,0.2662183,9.7806,15.8759,-17.2644,-7.3727,2436,2013.02.06_10:00:00_TAI,2387300000.0,-302.61,-0.2404,-17.399,-696.43,0.0069,0.2767
2436,2013.02.02_01:00:00_TAI,58.32,1265583000000.0,9.813,784781700000.0,7.318264e+20,94.96006,29.736,141.668,142.619,57.578,-0.00835142,1.30747747,9.7806,15.8759,-16.7017,-6.81,2436,2013.02.06_11:00:00_TAI,2269400000.0,-258.97,-0.2165,10.606,-641.41,-0.0044,0.2681
2436,2013.02.02_02:00:00_TAI,53.461,1164903000000.0,7.456,465059800000.0,7.060885e+20,93.648575,29.286,135.6,136.592,56.094,-0.00660424,0.80626273,9.7806,15.8759,-16.139,-6.2473,2436,2013.02.06_12:00:00_TAI,2170800000.0,-279.94,-0.2446,-15.992,-605.71,0.007,0.2646
2436,2013.02.02_03:00:00_TAI,47.066,1037017000000.0,4.992,367484000000.0,6.719053e+20,96.196312,29.95,129.401,131.602,56.746,-0.00464848,0.66963071,9.7806,15.8759,-15.5764,-5.6847,2436,2013.02.06_13:00:00_TAI,2108700000.0,-308.16,-0.2772,-25.774,-587.13,0.0116,0.2641
2436,2013.02.02_04:00:00_TAI,55.776,1216747000000.0,3.948,274306700000.0,7.338352e+20,96.37635,29.578,136.337,136.054,60.984,-0.00339788,0.46192941,9.7806,15.8759,-15.0137,-5.122,2436,2013.02.06_14:00:00_TAI,2073300000.0,-309.31,-0.283,-27.509,-577.89,0.0126,0.2644
2436,2013.02.02_05:00:00_TAI,59.466,1329218000000.0,7.725,423602700000.0,8.34043e+20,94.788895,30.369,134.359,133.89,58.839,-0.00565106,0.60630041,9.7806,15.8759,-14.451,-4.5593,2436,2013.02.06_17:00:00_TAI,2306100000.0,-319.6,-0.2629,28.474,-658.5,-0.0117,0.2708
2436,2013.02.02_06:00:00_TAI,61.101,1366836000000.0,9.944,588417200000.0,8.068924e+20,93.105637,29.629,132.69,132.725,57.178,-0.00739874,0.85653841,9.7806,15.8759,-13.8883,-3.9966,2436,2013.02.06_19:00:00_TAI,2347100000.0,-404.09,-0.3266,-49.191,-650.66,0.0199,0.2629
2436,2013.02.02_07:00:00_TAI,77.872,1979543000000.0,11.482,749376900000.0,9.499569e+20,99.064117,31.755,125.019,124.576,55.146,-0.00652405,0.79362184,9.7806,15.8759,-13.3257,-3.434,2436,2013.02.06_20:00:00_TAI,2288500000.0,-386.02,-0.32,-34.912,-627.7,0.0145,0.2601
2436,2013.02.02_08:00:00_TAI,69.182,1455924000000.0,11.77,877929900000.0,7.531574e+20,103.17038,29.899,135.384,137.604,58.344,-0.01000871,1.30059648,9.7806,15.8759,-12.763,-2.8713,2436,2013.02.07_02:00:00_TAI,2182300000.0,-471.69,-0.41,-3.3581,-564.97,0.0015,0.2455
2436,2013.02.02_09:00:00_TAI,65.174,1516175000000.0,14.043,1240850000000.0,7.565311e+20,103.874138,35.185,126.365,124.916,56.375,-0.01034879,1.78884351,9.7806,15.8759,-12.2003,-2.3086,2436,2013.02.08_01:00:00_TAI,2381600000.0,-600.66,-0.4784,64.677,-432.42,-0.0258,0.1722
2436,2013.02.02_10:00:00_TAI,64.132,1695445000000.0,11.167,714604000000.0,7.847204e+20,104.102676,37.244,124.846,121.031,60.849,-0.00728903,0.85457444,9.7806,15.8759,-11.6376,-1.7459,2436,2013.02.08_02:00:00_TAI,2356000000.0,-578.5,-0.4658,72.94,-415.48,-0.0294,0.1673
2436,2013.02.02_11:00:00_TAI,70.726,1915525000000.0,15.345,1278906000000.0,8.419748e+20,101.208069,42.157,108.867,108.296,53.331,-0.00837138,0.97526085,9.7806,15.8759,-11.0749,-1.1833,2438,2013.02.01_00:00:00_TAI,339620000.0,-41.368,-0.2311,-85.332,62.736,0.2383,-0.1752
2436,2013.02.02_12:00:00_TAI,92.259,2919464000000.0,11.551,819855400000.0,9.731861e+20,110.255608,49.053,105.75,103.988,54.203,-0.0046093,0.6401484,9.7806,15.8759,-10.5123,-0.6206,2438,2013.02.01_01:00:00_TAI,332590000.0,-32.835,-0.1873,-86.55,59.5,0.2468,-0.1697
2436,2013.02.02_13:00:00_TAI,117.432,3289205000000.0,13.691,821245800000.0,1.087292e+21,119.600899,44.875,119.98,120.672,64.0,-0.00551631,0.15138128,9.7806,15.8759,-9.9496,-0.0579,2438,2013.02.01_02:00:00_TAI,333180000.0,-30.303,-0.1725,-89.164,52.062,0.2538,-0.1482
2436,2013.02.02_14:00:00_TAI,112.273,3425329000000.0,21.769,770215600000.0,1.072729e+21,123.494514,48.737,109.939,108.646,58.15,-0.00792466,0.54875183,9.7806,15.8759,-9.3869,0.5048,2438,2013.02.01_03:00:00_TAI,325980000.0,-33.723,-0.1962,-86.343,51.739,0.2512,-0.1505
2436,2013.02.02_15:00:00_TAI,144.203,4011640000000.0,11.345,268756900000.0,1.288806e+21,124.3759,48.465,117.079,119.09,64.214,-0.00370635,0.17185739,9.7806,15.8759,-8.8242,1.0674,2438,2013.02.01_04:00:00_TAI,323030000.0,-35.294,-0.2073,-85.435,51.202,0.2508,-0.1503
2436,2013.02.02_16:00:00_TAI,157.048,4186041000000.0,10.3,446920400000.0,1.390496e+21,129.296326,49.227,121.903,122.595,70.438,-0.00327827,0.11871796,9.7806,15.8759,-8.2616,1.6301,2438,2013.02.01_05:00:00_TAI,311590000.0,-37.948,-0.231,-79.678,50.199,0.2425,-0.1528
2436,2013.02.02_17:00:00_TAI,135.277,3273131000000.0,8.155,150111000000.0,1.29705e+21,126.796242,49.606,129.361,127.322,77.181,-0.00312346,-0.10054556,9.7806,15.8759,-7.6989,2.1928,2438,2013.02.01_06:00:00_TAI,323280000.0,-40.767,-0.2392,-82.006,48.669,0.2406,-0.1428
2436,2013.02.02_18:00:00_TAI,156.739,3290145000000.0,23.422,1048156000000.0,1.374647e+21,136.35228,49.761,126.674,128.391,77.054,-0.00909234,0.19327796,9.7806,15.8759,-7.1362,2.7555,2438,2013.02.01_07:00:00_TAI,333990000.0,-28.298,-0.1607,-90.61,38.525,0.2573,-0.1094
2436,2013.02.02_19:00:00_TAI,197.012,4000546000000.0,29.828,962067500000.0,1.552357e+21,136.934738,49.941,130.208,132.099,77.975,-0.01056967,-0.03904124,9.7806,15.8759,-6.5735,3.3182,2438,2013.02.01_08:00:00_TAI,324970000.0,-19.955,-0.1165,-84.869,37.828,0.2477,-0.1104
2436,2013.02.02_20:00:00_TAI,200.224,4925780000000.0,41.188,1296402000000.0,1.907272e+21,143.174652,51.057,117.374,117.464,71.386,-0.01040358,-0.10608926,9.7806,15.8759,-6.0109,3.8808,2438,2013.02.01_09:00:00_TAI,301190000.0,-28.637,-0.1804,-80.876,42.373,0.2547,-0.1334
2436,2013.02.02_21:00:00_TAI,222.763,4856699000000.0,41.991,969324500000.0,2.016185e+21,148.574539,50.642,121.892,123.045,76.477,-0.01068213,-0.11225876,9.7806,15.8759,-5.4482,4.4435,2438,2013.02.01_10:00:00_TAI,267140000.0,-28.853,-0.2049,-71.327,35.429,0.2532,-0.1258
2436,2013.02.02_22:00:00_TAI,254.313,5028758000000.0,49.986,1522481000000.0,2.059548e+21,147.860062,51.562,126.289,128.291,83.71,-0.01340458,-0.0679503,9.7806,15.8759,-4.8855,5.0062,2438,2013.02.01_11:00:00_TAI,237600000.0,-26.176,-0.209,-66.132,31.663,0.264,-0.1264
2436,2013.02.02_23:00:00_TAI,269.967,4862006000000.0,77.953,2725331000000.0,2.137866e+21,143.802063,50.361,140.923,143.733,92.279,-0.02280651,0.30285043,9.7806,15.8759,-4.3228,5.5689,2438,2013.02.01_12:00:00_TAI,231430000.0,-19.631,-0.1609,-64.343,27.606,0.2637,-0.1131
2436,2013.02.03_00:00:00_TAI,279.127,5067419000000.0,78.754,2129941000000.0,2.17843e+21,148.985229,48.535,148.399,155.69,94.766,-0.02423937,0.23865952,9.7806,15.8759,-3.7602,6.1315,2438,2013.02.01_13:00:00_TAI,246690000.0,-18.72,-0.1439,-69.923,28.742,0.2688,-0.1105
2436,2013.02.03_01:00:00_TAI,282.668,5142727000000.0,85.254,2173394000000.0,2.160065e+21,147.266266,48.257,146.01,153.934,91.341,-0.02655882,0.07240073,9.7806,15.8759,-3.1975,6.6942,2438,2013.02.01_14:00:00_TAI,235120000.0,-17.212,-0.1389,-71.035,23.498,0.2865,-0.0948
2436,2013.02.03_02:00:00_TAI,269.418,4860188000000.0,77.731,1930311000000.0,2.21342e+21,148.006653,46.83,147.221,152.485,89.097,-0.02380724,0.38414967,9.7806,15.8759,-2.6348,7.2569,2438,2013.02.01_15:00:00_TAI,215440000.0,-13.841,-0.1219,-66.369,21.117,0.2922,-0.093
2436,2013.02.03_03:00:00_TAI,241.926,4328818000000.0,80.875,2056053000000.0,2.151566e+21,150.451202,47.077,142.337,147.08,87.802,-0.02556907,0.69293368,9.7806,15.8759,-2.0721,7.8196,2438,2013.02.01_16:00:00_TAI,191850000.0,-10.76,-0.1064,-57.864,18.846,0.2861,-0.0932
2436,2013.02.03_04:00:00_TAI,235.269,4207112000000.0,72.176,1530378000000.0,2.098296e+21,141.290619,47.749,144.971,148.407,89.159,-0.02318539,-0.01472634,9.7806,15.8759,-1.5094,8.3822,2438,2013.02.01_17:00:00_TAI,195520000.0,-7.6011,-0.0737,-59.232,23.79,0.2873,-0.1154
2436,2013.02.03_05:00:00_TAI,212.817,4017044000000.0,64.695,2106391000000.0,2.083652e+21,141.200302,46.247,138.141,140.671,85.483,-0.02094368,0.64786106,9.7806,15.8759,-0.9468,8.9449,2438,2013.02.01_18:00:00_TAI,192710000.0,-1.1477,-0.0113,-56.464,22.966,0.2779,-0.113
2436,2013.02.03_06:00:00_TAI,202.508,3928638000000.0,65.117,2305611000000.0,2.078431e+21,140.290741,45.565,137.278,137.48,82.531,-0.02009781,0.52398807,9.7806,15.8759,-0.3841,9.5076,2438,2013.02.01_21:00:00_TAI,204550000.0,0.70349,0.0065,-60.206,14.805,0.2792,-0.0686
2436,2013.02.03_07:00:00_TAI,201.809,3960099000000.0,55.724,1729166000000.0,2.093631e+21,140.37442,44.47,128.738,129.559,73.668,-0.01617073,0.47149888,9.7806,15.8759,0.1786,10.0703,2438,2013.02.01_22:00:00_TAI,204140000.0,-2.0033,-0.0186,-58.257,19.128,0.2707,-0.0889
2436,2013.02.03_08:00:00_TAI,196.316,3587937000000.0,56.932,1286382000000.0,1.933584e+21,142.439087,41.838,136.847,138.119,74.75,-0.02004665,0.88581133,9.7806,15.8759,0.7413,10.633,2438,2013.02.01_23:00:00_TAI,212150000.0,2.6554,0.0237,-59.801,18.283,0.2674,-0.0817
2436,2013.02.03_09:00:00_TAI,184.403,3111786000000.0,57.097,1995084000000.0,1.79351e+21,144.110611,39.521,149.59,152.778,84.09,-0.02430706,1.3004117,9.7806,15.8759,1.3039,11.1956,2438,2013.02.02_00:00:00_TAI,213880000.0,6.294,0.0558,-60.278,11.567,0.2673,-0.0513
2436,2013.02.03_10:00:00_TAI,168.843,3052017000000.0,43.367,1246976000000.0,1.811964e+21,142.12886,40.417,147.734,147.505,86.712,-0.01688757,0.47749716,9.7806,15.8759,1.8666,11.7583,2438,2013.02.02_01:00:00_TAI,227760000.0,5.1085,0.0425,-66.227,6.258,0.2758,-0.0261
2436,2013.02.03_11:00:00_TAI,154.713,2788404000000.0,42.305,1463106000000.0,1.677103e+21,144.09111,39.047,145.76,144.475,83.026,-0.0176785,1.19585562,9.7806,15.8759,2.4293,12.321,2438,2013.02.02_02:00:00_TAI,219630000.0,4.8881,0.0422,-62.951,3.4788,0.2718,-0.015
2436,2013.02.03_12:00:00_TAI,144.084,2880656000000.0,36.5,1309267000000.0,1.704299e+21,141.994141,40.436,137.905,136.674,76.47,-0.01365505,0.66759151,9.7806,15.8759,2.992,12.8837,2438,2013.02.02_03:00:00_TAI,228580000.0,3.1156,0.0259,-67.765,7.2686,0.2812,-0.0302
2436,2013.02.03_13:00:00_TAI,132.417,2732764000000.0,32.272,1195933000000.0,1.58922e+21,140.330185,39.566,135.306,133.09,72.755,-0.0125769,0.82611066,9.7806,15.8759,3.5546,13.4463,2438,2013.02.02_04:00:00_TAI,238340000.0,-1.1325,-0.009,-68.198,8.5035,0.2714,-0.0338
