,0,1,2,3,4,5
0,harpnum,,noaa_ars,latdtmin,londtmin,latdtmax,londtmax
0,1,11067,20.513599,30.742901,28.4676,48.137001
0,1,11067,20.513599,31.2941,28.4676,48.688202
0,1,11067,20.513599,31.8452,28.4676,49.239399
0,1,11067,20.513599,32.3964,28.4676,49.7906
0,1,11067,20.513599,32.947601,28.4676,50.341801
0,1,11067,20.513599,33.498798,28.4676,50.893002
0,1,11067,20.513599,34.049999,28.4676,51.444199
0,1,11067,20.513599,34.6012,28.4676,51.995399
0,1,11067,20.513599,35.152401,28.4676,52.546501
0,1,11067,20.513599,35.703602,28.4676,53.097698
0,1,11067,20.513599,36.254799,28.4676,53.648899
0,1,11067,20.513599,36.806,28.4676,54.2001
0,1,11067,20.513599,37.357101,28.4676,54.751301
0,1,11067,20.513599,37.908298,28.4676,55.302502
0,1,11067,20.513599,38.459499,28.4676,55.853699
0,1,11067,20.513599,39.0107,28.4676,56.4049
0,1,11067,20.513599,39.561901,28.4676,56.9561
0,1,11067,20.513599,40.113098,28.4676,57.507301
0,1,11067,20.513599,40.664299,28.4676,58.058399
0,1,11067,20.513599,41.2155,28.4676,58.6096
0,1,11067,20.513599,41.766701,28.4676,59.160801
0,1,11067,20.513599,42.317902,28.4676,59.712002
0,1,11067,20.513599,42.868999,28.4676,60.263199
0,1,11067,20.513599,43.4202,28.4676,60.8144
0,1,11067,20.513599,43.971401,28.4676,61.365601
0,1,11067,20.513599,44.522598,28.4676,61.916801
0,1,11067,20.513599,45.073799,28.4676,62.467999
0,1,11067,20.513599,45.625,28.4676,63.0191
0,1,11067,20.513599,46.176201,28.4676,63.570301
0,1,11067,20.513599,46.727402,28.4676,64.121498
0,1,11067,20.513599,47.278599,28.4676,64.672699
0,1,11067,20.513599,47.8298,28.4676,65.2239
0,1,11067,20.513599,48.380901,28.4676,65.775101
0,1,11067,20.513599,48.932098,28.4676,66.326302
0,1,11067,20.513599,49.483299,28.4676,66.877502
0,1,11067,20.513599,50.0345,28.4676,67.428703
0,10,11066,-28.445601,-22.588499,-24.246799,-12.9831
0,10,11066,-28.445601,-22.0394,-24.246799,-12.434
0,10,11066,-28.445601,-21.490299,-24.246799,-11.8849
0,10,11066,-28.445601,-20.9412,-24.246799,-11.3358
0,10,11066,-28.445601,-20.392099,-24.246799,-10.7867
0,10,11066,-28.445601,-19.843,-24.246799,-10.2376
0,10,11066,-28.445601,-19.2939,-24.246799,-9.6885
0,10,11066,-28.445601,-18.744801,-24.246799,-9.1394
0,10,11066,-28.445601,-18.1957,-24.246799,-8.5903
0,10,11066,-28.445601,-17.646601,-24.246799,-8.0412
0,10,11066,-28.445601,-17.0975,-24.246799,-7.4921
0,10,11066,-28.445601,-16.548401,-24.246799,-6.943
0,10,11066,-28.445601,-15.9993,-24.246799,-6.3939
0,10,11066,-28.445601,-15.4502,-24.246799,-5.8448
0,10,11066,-28.445601,-14.9011,-24.246799,-5.2957
0,10,11066,-28.445601,-14.352,-24.246799,-4.7466
0,10,11066,-28.445601,-13.8029,-24.246799,-4.1975
0,10,11066,-28.445601,-13.2538,-24.246799,-3.6484
0,10,11066,-28.445601,-12.7047,-24.246799,-3.0993
0,10,11066,-28.445601,-12.1556,-24.246799,-2.5502
0,10,11066,-28.445601,-11.6065,-24.246799,-2.0011
0,10,11066,-28.445601,-11.0574,-24.246799,-1.452
0,10,11066,-28.445601,-10.5083,-24.246799,-0.9029
0,10,11066,-28.445601,-9.9592,-24.246799,-0.3538
0,10,11066,-28.445601,-9.4101,-24.246799,0.1953
0,10,11066,-28.445601,-8.861,-24.246799,0.7444
0,10,11066,-28.445601,-8.3119,-24.246799,1.2935
0,10,11066,-28.445601,-7.7628,-24.246799,1.8426
0,10,11066,-28.445601,-7.2137,-24.246799,2.3917
0,10,11066,-28.445601,-6.6646,-24.246799,2.9408
0,10,11066,-28.445601,-6.1155,-24.246799,3.4899
0,10,11066,-28.445601,-5.5664,-24.246799,4.039
0,10,11066,-28.445601,-5.0173,-24.246799,4.5881
0,10,11066,-28.445601,-4.4682,-24.246799,5.1372
0,10,11066,-28.445601,-3.9191,-24.246799,5.6863
0,10,11066,-28.445601,-3.37,-24.246799,6.2354
0,10,11066,-28.445601,-2.8209,-24.246799,6.7845
0,10,11066,-28.445601,-2.2718,-24.246799,7.3336
0,10,11066,-28.445601,-1.7227,-24.246799,7.8827
0,10,11066,-28.445601,-1.1736,-24.246799,8.4318
0,10,11066,-28.445601,-0.6245,-24.246799,8.9809
0,10,11066,-28.445601,-0.0754,-24.246799,9.53
0,10,11066,-28.445601,0.4737,-24.246799,10.0791
0,10,11066,-28.445601,1.0228,-24.246799,10.6282
0,10,11066,-28.445601,1.5719,-24.246799,11.1773
0,10,11066,-28.445601,2.121,-24.246799,11.7264
0,10,11066,-28.445601,2.6701,-24.246799,12.2755
0,10,11066,-28.445601,3.2192,-24.246799,12.8246
0,10,11066,-28.445601,3.7683,-24.246799,13.3737
0,10,11066,-28.445601,4.3174,-24.246799,13.9228
0,10,11066,-28.445601,4.8665,-24.246799,14.4719
0,10,11066,-28.445601,5.4156,-24.246799,15.021
0,10,11066,-28.445601,5.9647,-24.246799,15.5701
0,10,11066,-28.445601,6.5138,-24.246799,16.1192
0,10,11066,-28.445601,7.0629,-24.246799,16.668301
0,10,11066,-28.445601,7.612,-24.246799,17.2174
0,10,11066,-28.445601,8.1611,-24.246799,17.7665
0,10,11066,-28.445601,8.7102,-24.246799,18.315599
0,10,11066,-28.445601,9.2593,-24.246799,18.8647
0,10,11066,-28.445601,9.8084,-24.246799,19.413799
0,10,11066,-28.445601,10.3575,-24.246799,19.9629
0,10,11066,-28.445601,10.9066,-24.246799,20.511999
0,10,11066,-28.445601,11.4557,-24.246799,21.0611
0,10,11066,-28.445601,12.0048,-24.246799,21.610201
0,10,11066,-28.445601,12.5539,-24.246799,22.1593
0,10,11066,-28.445601,13.103,-24.246799,22.708401
0,10,11066,-28.445601,13.6521,-24.246799,23.2575
0,10,11066,-28.445601,14.2012,-24.246799,23.806601
0,10,11066,-28.445601,14.7503,-24.246799,24.3557
0,10,11066,-28.445601,15.2994,-24.246799,24.904699
0,10,11066,-28.445601,15.8485,-24.246799,25.4538
0,10,11066,-28.445601,16.3976,-24.246799,26.002899
0,10,11066,-28.445601,16.946699,-24.246799,26.552
0,10,11066,-28.445601,17.4958,-24.246799,27.101101
0,10,11066,-28.445601,18.0448,-24.246799,27.6502
0,10,11066,-28.445601,18.593901,-24.246799,28.199301
0,10,11066,-28.445601,19.143,-24.246799,28.7484
0,10,11066,-28.445601,19.692101,-24.246799,29.297501
0,10,11066,-28.445601,20.241199,-24.246799,29.8466
0,10,11066,-28.445601,20.7903,-24.246799,30.3957
0,10,11066,-28.445601,21.339399,-24.246799,30.944799
0,10,11066,-28.445601,21.8885,-24.246799,31.4939
0,10,11066,-28.445601,22.437599,-24.246799,32.042999
0,10,11066,-28.445601,23.535801,-24.246799,33.141201
0,10,11066,-28.445601,24.0849,-24.246799,33.6903
0,10,11066,-28.445601,24.634001,-24.246799,34.239399
0,10,11066,-28.445601,25.1831,-24.246799,34.788502
0,10,11066,-28.445601,25.732201,-24.246799,35.337601
0,10,11066,-28.445601,26.2813,-24.246799,35.8867
0,10,11066,-28.445601,26.8304,-24.246799,36.435799
0,10,11066,-28.445601,27.379499,-24.246799,36.984901
0,10,11066,-28.445601,27.9286,-24.246799,37.534
0,10,11066,-28.445601,28.477699,-24.246799,38.083099
0,10,11066,-28.445601,29.0268,-24.246799,38.632198
0,10,11066,-28.445601,30.125,-24.246799,39.7304
0,10,11066,-28.445601,30.674101,-24.246799,40.279499
0,10,11066,-28.445601,31.2232,-24.246799,40.828602
0,10,11066,-28.445601,31.772301,-24.246799,41.377701
0,10,11066,-28.445601,32.3214,-24.246799,41.9268
0,10,11066,-28.445601,32.870499,-24.246799,42.475899
0,10,11066,-28.445601,33.419601,-24.246799,43.025002
0,10,11066,-28.445601,36.1651,-24.246799,45.7705
0,10,11066,-28.445601,36.714199,-24.246799,46.319599
0,10,11066,-28.445601,37.812401,-24.246799,47.417801
0,10,11066,-28.445601,41.656101,-24.246799,51.261501
0,11,11063,15.5557,37.792198,19.690901,48.971901
0,11,11063,15.5557,38.351002,19.690901,49.5308
0,11,11063,15.5557,38.909801,19.690901,50.0896
0,11,11063,15.5557,39.4687,19.690901,50.648399
0,11,11063,15.5557,40.0275,19.690901,51.207298
0,11,11063,15.5557,40.586399,19.690901,51.766102
0,11,11063,15.5557,41.145199,19.690901,52.324902
0,11,11063,15.5557,41.703999,19.690901,52.883801
0,11,11063,15.5557,42.262901,19.690901,53.4426
0,11,11063,15.5557,42.821701,19.690901,54.001499
0,11,11063,15.5557,43.3806,19.690901,54.560299
0,11,11063,15.5557,43.9394,19.690901,55.119099
0,11,11063,15.5557,44.498199,19.690901,55.678001
0,11,11063,15.5557,45.057098,19.690901,56.236801
0,11,11063,15.5557,45.615898,19.690901,56.795601
0,11,11063,15.5557,46.174702,19.690901,57.3545
0,11,11063,15.5557,46.733601,19.690901,57.9133
0,11,11063,15.5557,47.2924,19.690901,58.472198
0,11,11063,15.5557,47.851299,19.690901,59.030998
0,11,11063,15.5557,48.410099,19.690901,59.589802
0,11,11063,15.5557,48.968899,19.690901,60.148701
0,11,11063,15.5557,49.527802,19.690901,60.7075
0,11,11063,15.5557,50.086601,19.690901,61.266399
0,11,11063,15.5557,50.645401,19.690901,61.825199
0,11,11063,15.5557,51.2043,19.690901,62.383999
0,11,11063,15.5557,51.7631,19.690901,62.942902
0,11,11063,15.5557,52.321999,19.690901,63.501701
0,11,11063,15.5557,52.880798,19.690901,64.060501
0,11,11063,15.5557,53.439602,19.690901,64.6194
0,11,11063,15.5557,53.998501,19.690901,65.1782
0,11,11063,15.5557,54.557301,19.690901,65.737099
0,11,11063,15.5557,55.116199,19.690901,66.295898
0,11,11063,15.5557,55.674999,19.690901,66.854698
0,11,11063,15.5557,56.233799,19.690901,67.413597
0,11,11063,15.5557,56.792702,19.690901,67.972397
0,11,11063,15.5557,57.351501,19.690901,68.531303
0,11,11063,15.5557,57.910301,19.690901,69.090103
0,11,11063,15.5557,58.4692,19.690901,69.648903
0,11,11063,15.5557,59.028,19.690901,70.207802
0,11,11063,15.5557,59.586899,19.690901,70.766602
0,11,11063,15.5557,60.145699,19.690901,71.325401
0,11,11063,15.5557,60.704498,19.690901,71.8843
0,11,11063,15.5557,61.263401,19.690901,72.4431
0,11,11063,15.5557,61.822201,19.690901,73.001999
0,11,11063,15.5557,62.381001,19.690901,73.560799
0,11,11063,15.5557,62.939899,19.690901,74.119598
0,11,11063,15.5557,63.498699,19.690901,74.678497
0,11,11063,15.5557,64.057602,19.690901,75.237297
0,11,11063,15.5557,64.616402,19.690901,75.796097
0,11,11063,15.5557,65.175201,19.690901,76.355003
0,11,11063,15.5557,65.7341,19.690901,76.913803
0,11,11063,15.5557,66.2929,19.690901,77.472702
0,11,11063,15.5557,66.851799,19.690901,78.031502
0,11,11063,15.5557,67.410599,19.690901,78.590302
0,11,11063,15.5557,67.969398,19.690901,79.1492
0,11,11063,15.5557,68.528297,19.690901,79.708
0,11,11063,15.5557,69.087097,19.690901,80.266899
0,11,11063,15.5557,69.645897,19.690901,80.825699
0,11,11063,15.5557,70.204803,19.690901,81.384499
0,11,11063,15.5557,70.763603,19.690901,81.943398
0,11,11063,15.5557,71.322502,19.690901,82.502197
0,11,11063,15.5557,71.881302,19.690901,83.060997
0,11,11063,15.5557,72.440102,19.690901,83.619904
0,11,11063,15.5557,72.999001,19.690901,84.178703
0,11,11063,15.5557,73.5578,19.690901,84.737602
0,11,11063,15.5557,74.116699,19.690901,85.296402
0,11,11063,15.5557,74.675499,19.690901,85.855202
0,11,11063,15.5557,75.234299,19.690901,86.414101
0,11,11063,15.5557,75.793198,19.690901,86.9729
0,11,11063,15.5557,76.351997,19.690901,87.5317
0,11,11063,15.5557,76.910797,19.690901,88.090599
0,11,11063,15.5557,77.469704,19.690901,88.649399
0,11,11063,15.5557,78.028503,19.690901,89.208298
0,11,11063,15.5557,78.587402,19.690901,89.767097
0,11,11063,15.5557,79.146202,19.690901,90.325897
0,11,11063,15.5557,79.705002,19.690901,90.884804
0,11,11063,15.5557,80.263901,19.690901,91.443604
0,11,11063,15.5557,80.822701,19.690901,92.002502
0,12,11068,-23.5504,-96.166397,-16.6392,-80.288696
0,12,11068,-23.5504,-95.609901,-16.6392,-79.732201
0,12,11068,-23.5504,-95.053398,-16.6392,-79.175697
0,12,11068,-23.5504,-94.497002,-16.6392,-78.619202
0,12,11068,-23.5504,-93.940498,-16.6392,-78.062798
0,12,11068,-23.5504,-93.384003,-16.6392,-77.506302
0,12,11068,-23.5504,-92.827499,-16.6392,-76.949799
0,12,11068,-23.5504,-92.271004,-16.6392,-76.393303
0,12,11068,-23.5504,-91.7145,-16.6392,-75.8368
0,12,11068,-23.5504,-91.157997,-16.6392,-75.280296
0,12,11068,-23.5504,-90.601501,-16.6392,-74.723801
0,12,11068,-23.5504,-90.044998,-16.6392,-74.167297
0,12,11068,-23.5504,-89.488503,-16.6392,-73.610802
0,12,11068,-23.5504,-88.931999,-16.6392,-73.054298
0,12,11068,-23.5504,-88.375504,-16.6392,-72.497803
0,12,11068,-23.5504,-87.819,-16.6392,-71.941299
0,12,11068,-23.5504,-87.262497,-16.6392,-71.384804
0,12,11068,-23.5504,-86.706001,-16.6392,-70.8283
0,12,11068,-23.5504,-86.149498,-16.6392,-70.271797
0,12,11068,-23.5504,-85.593002,-16.6392,-69.715302
0,12,11068,-23.5504,-85.036499,-16.6392,-69.158798
0,12,11068,-23.5504,-84.480003,-16.6392,-68.602303
0,12,11068,-23.5504,-83.9235,-16.6392,-68.045799
0,12,11068,-23.5504,-83.366997,-16.6392,-67.489304
0,12,11068,-23.5504,-82.810501,-16.6392,-66.9328
0,12,11068,-23.5504,-82.254097,-16.6392,-66.376404
0,12,11068,-23.5504,-81.697601,-16.6392,-65.819901
0,12,11068,-23.5504,-81.141098,-16.6392,-65.263397
0,12,11068,-23.5504,-80.584602,-16.6392,-64.706902
0,12,11068,-23.5504,-80.028099,-16.6392,-64.150398
0,12,11068,-23.5504,-79.471603,-16.6392,-63.593899
0,12,11068,-23.5504,-78.9151,-16.6392,-63.037399
0,12,11068,-23.5504,-78.358597,-16.6392,-62.4809
0,12,11068,-23.5504,-77.802101,-16.6392,-61.9244
0,12,11068,-23.5504,-77.245598,-16.6392,-61.367901
0,12,11068,-23.5504,-76.689102,-16.6392,-60.811401
0,12,11068,-23.5504,-76.132599,-16.6392,-60.254902
0,12,11068,-23.5504,-75.576103,-16.6392,-59.698399
0,12,11068,-23.5504,-75.0196,-16.6392,-59.141899
0,12,11068,-23.5504,-74.463097,-16.6392,-58.5854
0,12,11068,-23.5504,-73.906601,-16.6392,-58.0289
0,12,11068,-23.5504,-73.350098,-16.6392,-57.472401
0,12,11068,-23.5504,-72.793602,-16.6392,-56.915901
0,12,11068,-23.5504,-72.237099,-16.6392,-56.359402
0,12,11068,-23.5504,-71.680603,-16.6392,-55.802898
0,12,11068,-23.5504,-71.1241,-16.6392,-55.246399
0,12,11068,-23.5504,-70.567703,-16.6392,-54.689899
0,12,11068,-23.5504,-70.0112,-16.6392,-54.133499
0,12,11068,-23.5504,-69.454697,-16.6392,-53.577
0,12,11068,-23.5504,-68.898201,-16.6392,-53.0205
0,12,11068,-23.5504,-68.341698,-16.6392,-52.464001
