harp_num,t_rec,noaa_num,latdtmin,londtmin,latdtmax,londtmax
1,2010.05.06_22:00:00_TAI,11067,20.513599,-9.494,28.4676,7.9002
1,2010.05.06_21:00:00_TAI,11067,20.513599,-10.0452,28.4676,7.349
1,2010.05.06_20:00:00_TAI,11067,20.513599,-10.5964,28.4676,6.7978
1,2010.05.06_19:00:00_TAI,11067,20.513599,-11.1476,28.4676,6.2466
1,2010.05.06_18:00:00_TAI,11067,20.513599,-11.6987,28.4676,5.6954
1,2010.05.06_17:00:00_TAI,11067,20.513599,-12.2499,28.4676,5.1442
1,2010.05.06_16:00:00_TAI,11067,20.513599,-12.8011,28.4676,4.593
1,2010.05.06_15:00:00_TAI,11067,20.513599,-13.3523,28.4676,4.0418
1,2010.05.06_14:00:00_TAI,11067,20.513599,-13.9035,28.4676,3.4906
1,2010.05.06_13:00:00_TAI,11067,20.513599,-14.4547,28.4676,2.9395
1,2010.05.06_12:00:00_TAI,11067,20.513599,-15.0059,28.4676,2.3883
1,2010.05.06_11:00:00_TAI,11067,20.513599,-15.5571,28.4676,1.8371
1,2010.05.06_10:00:00_TAI,11067,20.513599,-16.108299,28.4676,1.2859
1,2010.05.06_09:00:00_TAI,11067,20.513599,-16.6595,28.4676,0.7347
1,2010.05.06_08:00:00_TAI,11067,20.513599,-17.2106,28.4676,0.1835
1,2010.05.06_07:00:00_TAI,11067,20.513599,-17.761801,28.4676,-0.3677
1,2010.05.06_05:00:00_TAI,11067,20.513599,-18.864201,28.4676,-1.4701
1,2010.05.05_04:00:00_TAI,11067,20.513599,-32.644001,28.4676,-15.2498
1,2010.05.05_03:00:00_TAI,11067,20.513599,-33.195202,28.4676,-15.801
1,2010.05.05_02:00:00_TAI,11067,20.513599,-33.7463,28.4676,-16.3522
1,2010.05.03_23:00:00_TAI,11067,20.513599,-48.628502,28.4676,-31.234301
1,2010.05.03_22:00:00_TAI,11067,20.513599,-49.179699,28.4676,-31.7855
1,2010.05.03_21:00:00_TAI,11067,20.513599,-49.730801,28.4676,-32.3367
1,2010.05.03_20:00:00_TAI,11067,20.513599,-50.282001,28.4676,-32.887901
1,2010.05.03_19:00:00_TAI,11067,20.513599,-50.833199,28.4676,-33.439098
1,2010.05.03_18:00:00_TAI,11067,20.513599,-51.384399,28.4676,-33.990299
1,2010.05.03_17:00:00_TAI,11067,20.513599,-51.9356,28.4676,-34.5415
1,2010.05.03_16:00:00_TAI,11067,20.513599,-52.486801,28.4676,-35.092602
1,2010.05.03_15:00:00_TAI,11067,20.513599,-53.037998,28.4676,-35.643799
1,2010.05.03_14:00:00_TAI,11067,20.513599,-53.589199,28.4676,-36.195
1,2010.05.03_13:00:00_TAI,11067,20.513599,-54.1404,28.4676,-36.746201
1,2010.05.03_12:00:00_TAI,11067,20.513599,-54.691601,28.4676,-37.297401
1,2010.05.03_11:00:00_TAI,11067,20.513599,-55.242699,28.4676,-37.848598
1,2010.05.03_10:00:00_TAI,11067,20.513599,-55.7939,28.4676,-38.399799
1,2010.05.03_09:00:00_TAI,11067,20.513599,-56.3451,28.4676,-38.951
1,2010.05.03_08:00:00_TAI,11067,20.513599,-56.896301,28.4676,-39.502201
1,2010.05.03_07:00:00_TAI,11067,20.513599,-57.447498,28.4676,-40.053398
1,2010.05.03_06:00:00_TAI,11067,20.513599,-57.998699,28.4676,-40.6045
1,2010.05.03_05:00:00_TAI,11067,20.513599,-58.5499,28.4676,-41.155701
1,2010.05.03_04:00:00_TAI,11067,20.513599,-59.101101,28.4676,-41.706902
1,2010.05.03_03:00:00_TAI,11067,20.513599,-59.652302,28.4676,-42.258099
1,2010.05.04_00:00:00_TAI,11067,20.513599,-48.077301,28.4676,-30.6831
1,2010.05.04_01:00:00_TAI,11067,20.513599,-47.5261,28.4676,-30.131901
1,2010.05.04_02:00:00_TAI,11067,20.513599,-46.974899,28.4676,-29.5807
1,2010.05.04_03:00:00_TAI,11067,20.513599,-46.423698,28.4676,-29.0296
1,2010.05.05_01:00:00_TAI,11067,20.513599,-34.297501,28.4676,-16.9034
1,2010.05.05_00:00:00_TAI,11067,20.513599,-34.848701,28.4676,-17.454599
