Events,EName,Start,Stop,peak,GOES Class,Derived Position,flare_24h,longitude
55,gev_20041031_0523,2004-10-31 05:23:00,05:39:00,05:32:00,M2.3,N12W34,0,0
65,gev_20041101_0303,2004-11-01 03:03:00,03:33:00,03:22:00,M1.2,N11W47,0,0
39,gev_20041030_0323,2004-10-30 03:23:00,03:37:00,03:33:00,M3.3,N13W19,0,0
43,gev_20041030_0608,2004-10-30 06:08:00,06:22:00,06:18:00,M4.2,N12W21,0,0
46,gev_20041030_0909,2004-10-30 09:09:00,09:30:00,09:28:00,M3.7,N13W23,0,0
49,gev_20041030_1138,2004-10-30 11:38:00,11:50:00,11:46:00,X1.2,N12W23,0,0
56,gev_20041030_1618,2004-10-30 16:18:00,16:37:00,16:33:00,M5.9,N12W27,0,0
61,gev_20041031_0205,2004-10-31 02:05:00,02:40:00,02:26:00,M1.2,N12W33,0,0
62,gev_20041031_0513,2004-10-31 05:13:00,05:42:00,05:32:00,M2.4,N12W34,0,0
52,gev_20041030_0323,2004-10-30 03:23:00,03:40:00,03:33:00,M3.6,N13W19,0,0
56,gev_20041030_0606,2004-10-30 06:06:00,06:26:00,06:18:00,M4.5,N12W21,0,0
14,gev_20041024_2017,2004-10-24 20:17:00,20:35:00,20:28:00,M2.3,N09E15,0,0
28,gev_20041024_2017,2004-10-24 20:17:00,20:35:00,20:28:00,M2.3,N09E15,0,0
4,gev_20041022_0752,2004-10-22 07:52:00,08:16:00,08:11:00,M2.1,N10E44,0,0
37,gev_20041024_2017,2004-10-24 20:17:00,20:35:00,20:28:00,M2.3,N09E15,0,0
16,gev_20041022_0752,2004-10-22 07:52:00,08:16:00,08:11:00,M2.1,N10E44,0,0
49,gev_20041024_2017,2004-10-24 20:17:00,20:35:00,20:28:00,M2.3,N09E15,0,0
9,gev_20041020_1043,2004-10-20 10:43:00,10:56:00,10:51:00,M2.6,N09E70,0,0
26,gev_20041022_0752,2004-10-22 07:52:00,08:16:00,08:11:00,M2.1,N10E44,0,0
21,gev_20041020_1043,2004-10-20 10:43:00,10:56:00,10:51:00,M2.6,N09E70,0,0
38,gev_20041022_0752,2004-10-22 07:52:00,08:16:00,08:11:00,M2.1,N10E44,0,0
29,gev_20041020_1043,2004-10-20 10:43:00,10:56:00,10:51:00,M2.6,N09E70,0,0
31,gev_20041020_1043,2004-10-20 10:43:00,10:56:00,10:51:00,M2.6,N09E70,0,0
4,gev_20040919_1646,2004-09-19 16:46:00,17:39:00,17:12:00,M1.9,N03W58,0,0
14,gev_20040919_1646,2004-09-19 16:46:00,17:39:00,17:12:00,M1.9,N03W58,0,0
15,gev_20040919_1646,2004-09-19 16:46:00,17:39:00,17:12:00,M1.9,N03W58,0,0
18,gev_20040919_1646,2004-09-19 16:46:00,17:39:00,17:12:00,M1.9,N03W58,0,0
3,gev_20040914_0747,2004-09-14 07:47:00,10:00:00,09:30:00,M1.5,N03E15,0,0
14,gev_20040914_0747,2004-09-14 07:47:00,10:00:00,09:30:00,M1.5,N03E15,0,0
1,gev_20040912_0004,2004-09-12 00:04:00,01:33:00,00:56:00,M4.8,N02E48,0,0
2,gev_20040912_0136,2004-09-12 01:36:00,01:41:00,01:39:00,M3.2,S14W59,0,0
26,gev_20040914_0747,2004-09-14 07:47:00,10:00:00,09:30:00,M1.5,N03E15,0,0
5,gev_20040912_0004,2004-09-12 00:04:00,01:33:00,00:56:00,M4.8,N02E48,0,0
6,gev_20040912_0136,2004-09-12 01:36:00,01:41:00,01:39:00,M3.2,S14W59,0,0
30,gev_20040914_0747,2004-09-14 07:47:00,10:00:00,09:30:00,M1.5,N03E15,0,0
17,gev_20040912_0004,2004-09-12 00:04:00,01:33:00,00:56:00,M4.8,N02E48,0,0
18,gev_20040912_0136,2004-09-12 01:36:00,01:41:00,01:39:00,M3.2,S14W59,0,0
21,gev_20040912_0004,2004-09-12 00:04:00,01:33:00,00:56:00,M4.8,N02E48,0,0
22,gev_20040912_0136,2004-09-12 01:36:00,01:41:00,01:39:00,M3.2,S14W59,0,0
29,gev_20040911_2355,2004-09-11 23:55:00,01:45:00,00:57:00,M5.0,N02E48,0,0
30,gev_20040912_0136,2004-09-12 01:36:00,01:41:00,01:39:00,M3.3,S14W59,0,0
3,gev_20040831_0524,2004-08-31 05:24:00,05:47:00,05:38:00,M1.4,N06W84,0,0
15,gev_20040831_0524,2004-08-31 05:24:00,05:47:00,05:38:00,M1.4,N06W84,0,0
18,gev_20040831_0524,2004-08-31 05:24:00,05:47:00,05:38:00,M1.4,N06W84,0,0
22,gev_20040831_0524,2004-08-31 05:24:00,05:47:00,05:38:00,M1.4,N06W84,0,0
7,gev_20031226_1913,2003-12-26 19:13:00,19:33:00,19:28:00,M1.5,N09W23,0,0
13,gev_20031226_1913,2003-12-26 19:13:00,19:33:00,19:28:00,M1.5,N09W23,0,0
19,gev_20031226_1913,2003-12-26 19:13:00,19:33:00,19:28:00,M1.5,N09W23,0,0
27,gev_20031226_1913,2003-12-26 19:13:00,19:33:00,19:28:00,M1.5,N09W23,0,0
6,gev_20031206_1058,2003-12-06 10:58:00,11:28:00,11:20:00,M1.3,S23W89,0,0
8,gev_20031206_1539,2003-12-06 15:39:00,15:53:00,15:46:00,M2.0,S23W89,0,0
16,gev_20031206_1058,2003-12-06 10:58:00,11:28:00,11:20:00,M1.3,S23W89,0,0
18,gev_20031206_1539,2003-12-06 15:39:00,15:53:00,15:46:00,M2.0,S23W89,0,0
18,gev_20031206_1058,2003-12-06 10:58:00,11:28:00,11:20:00,M1.3,S23W89,0,0
20,gev_20031206_1539,2003-12-06 15:39:00,15:53:00,15:46:00,M2.0,S23W89,0,0
23,gev_20031206_1058,2003-12-06 10:58:00,11:28:00,11:20:00,M1.3,S23W89,0,0
25,gev_20031206_1539,2003-12-06 15:39:00,15:53:00,15:46:00,M2.0,S23W89,0,0
7,gev_20031202_1247,2003-12-02 12:47:00,13:22:00,13:08:00,M1.4,S08W89,0,0
11,gev_20031202_2250,2003-12-02 22:50:00,23:07:00,23:00:00,M1.5,S19W89,0,0
12,gev_20031202_1247,2003-12-02 12:47:00,13:22:00,13:08:00,M1.4,S08W89,0,0
16,gev_20031202_2250,2003-12-02 22:50:00,23:07:00,23:00:00,M1.5,S19W89,0,0
17,gev_20031202_1247,2003-12-02 12:47:00,13:22:00,13:08:00,M1.4,S08W89,0,0
21,gev_20031202_2250,2003-12-02 22:50:00,23:07:00,23:00:00,M1.5,S19W89,0,0
27,gev_20031202_1247,2003-12-02 12:47:00,13:22:00,13:08:00,M1.4,S08W89,0,0
31,gev_20031202_2250,2003-12-02 22:50:00,23:07:00,23:00:00,M1.5,S07E47,0,0
27,gev_20031127_0750,2003-11-27 07:50:00,08:40:00,08:20:00,M1.0,S14W29,0,0
2,gev_20031120_0147,2003-11-20 01:47:00,02:28:00,02:12:00,M1.4,N00W05,0,0
5,gev_20031120_0735,2003-11-20 07:35:00,07:53:00,07:47:00,M9.6,N00W07,0,0
12,gev_20031120_2342,2003-11-20 23:42:00,23:58:00,23:53:00,M5.8,N00W17,0,0
2,gev_20031119_0355,2003-11-19 03:55:00,04:06:00,04:01:00,M1.7,N00E05,0,0
11,gev_20031120_0147,2003-11-20 01:47:00,02:28:00,02:12:00,M1.4,N00W05,0,0
14,gev_20031120_0735,2003-11-20 07:35:00,07:53:00,07:47:00,M9.6,N00W07,0,0
21,gev_20031120_2342,2003-11-20 23:42:00,23:58:00,23:53:00,M5.8,N00W17,0,0
2,gev_20031118_0134,2003-11-18 01:34:00,01:42:00,01:39:00,M1.8,N01E20,0,0
4,gev_20031118_0723,2003-11-18 07:23:00,08:06:00,07:52:00,M3.2,N01E19,0,0
5,gev_20031118_0812,2003-11-18 08:12:00,08:59:00,08:31:00,M3.9,S02E18,0,0
6,gev_20031118_0923,2003-11-18 09:23:00,11:01:00,10:11:00,M4.5,S13E89,0,0
12,gev_20031119_0355,2003-11-19 03:55:00,04:06:00,04:01:00,M1.7,N00E05,0,0
21,gev_20031120_0147,2003-11-20 01:47:00,02:28:00,02:12:00,M1.4,N00W05,0,0
24,gev_20031120_0735,2003-11-20 07:35:00,07:53:00,07:47:00,M9.6,N00W07,0,0
31,gev_20031120_2342,2003-11-20 23:42:00,23:58:00,23:53:00,M5.8,N00W17,0,0
1,gev_20031117_0128,2003-11-17 01:28:00,01:39:00,01:34:00,M1.2,N00E33,0,0
4,gev_20031117_0855,2003-11-17 08:55:00,09:19:00,09:05:00,M4.2,N01E32,0,0
9,gev_20031118_0134,2003-11-18 01:34:00,01:42:00,01:39:00,M1.8,N01E20,0,0
11,gev_20031118_0723,2003-11-18 07:23:00,08:06:00,07:52:00,M3.2,N01E19,0,0
12,gev_20031118_0812,2003-11-18 08:12:00,08:59:00,08:31:00,M3.9,S02E18,0,0
13,gev_20031118_0923,2003-11-18 09:23:00,11:01:00,10:11:00,M4.5,S13E89,0,0
19,gev_20031119_0355,2003-11-19 03:55:00,04:06:00,04:01:00,M1.7,N00E05,0,0
28,gev_20031120_0147,2003-11-20 01:47:00,02:28:00,02:12:00,M1.4,N00W05,0,0
31,gev_20031120_0735,2003-11-20 07:35:00,07:53:00,07:47:00,M9.6,N00W07,0,0
37,gev_20031120_2342,2003-11-20 23:42:00,23:58:00,23:53:00,M5.8,N00W17,0,0
10,gev_20031117_0128,2003-11-17 01:28:00,01:39:00,01:34:00,M1.2,N00E33,0,0
13,gev_20031117_0855,2003-11-17 08:55:00,09:19:00,09:05:00,M4.2,N01E32,0,0
18,gev_20031118_0134,2003-11-18 01:34:00,01:42:00,01:39:00,M1.8,N01E20,0,0
20,gev_20031118_0723,2003-11-18 07:23:00,08:06:00,07:52:00,M3.2,N01E19,0,0
21,gev_20031118_0812,2003-11-18 08:12:00,08:59:00,08:31:00,M3.9,S02E18,0,0
22,gev_20031118_0923,2003-11-18 09:23:00,11:01:00,10:11:00,M4.5,S13E89,0,0
28,gev_20031119_0355,2003-11-19 03:55:00,04:06:00,04:01:00,M1.7,N00E05,0,0
37,gev_20031120_0147,2003-11-20 01:47:00,02:28:00,02:12:00,M1.4,N00W05,0,0
40,gev_20031120_0736,2003-11-20 07:36:00,08:05:00,07:46:00,X1.0,N00W07,0,0
19,gev_20031117_0128,2003-11-17 01:28:00,01:39:00,01:34:00,M1.2,N00E33,0,0
22,gev_20031117_0855,2003-11-17 08:55:00,09:19:00,09:05:00,M4.2,N01E32,0,0
27,gev_20031118_0134,2003-11-18 01:34:00,01:42:00,01:39:00,M1.8,N01E20,0,0
29,gev_20031118_0723,2003-11-18 07:23:00,08:06:00,07:52:00,M3.2,N01E19,0,0
30,gev_20031118_0812,2003-11-18 08:12:00,08:59:00,08:31:00,M3.9,S02E18,0,0
31,gev_20031118_0923,2003-11-18 09:23:00,11:01:00,10:11:00,M4.5,S13E89,0,0
36,gev_20031119_0355,2003-11-19 03:55:00,04:06:00,04:01:00,M1.7,N00E05,0,0
30,gev_20031117_0128,2003-11-17 01:28:00,01:39:00,01:34:00,M1.2,N00E33,0,0
33,gev_20031117_0855,2003-11-17 08:55:00,09:19:00,09:05:00,M4.2,N01E32,0,0
38,gev_20031118_0134,2003-11-18 01:34:00,01:42:00,01:39:00,M1.8,N01E20,0,0
40,gev_20031118_0722,2003-11-18 07:22:00,08:15:00,07:51:00,M3.4,N01E19,0,0
41,gev_20031118_0814,2003-11-18 08:14:00,08:45:00,08:30:00,M4.0,S02E18,0,0
1,gev_20031113_0454,2003-11-13 04:54:00,05:06:00,05:01:00,M1.6,N01E90,0,0
2,gev_20031113_0903,2003-11-13 09:03:00,10:02:00,09:29:00,M1.4,N04E81,0,0
36,gev_20031117_0128,2003-11-17 01:28:00,01:39:00,01:34:00,M1.2,N01E31,0,0
9,gev_20031113_0454,2003-11-13 04:54:00,05:06:00,05:01:00,M1.6,N01E90,0,0
10,gev_20031113_0903,2003-11-13 09:03:00,10:02:00,09:29:00,M1.4,N04E81,0,0
2,gev_20031111_1321,2003-11-11 13:21:00,14:17:00,13:51:00,M1.6,S02W61,0,0
13,gev_20031113_0454,2003-11-13 04:54:00,05:06:00,05:01:00,M1.6,N01E90,0,0
14,gev_20031113_0903,2003-11-13 09:03:00,10:02:00,09:29:00,M1.4,N04E81,0,0
12,gev_20031111_1321,2003-11-11 13:21:00,14:17:00,13:51:00,M1.6,S02W61,0,0
23,gev_20031113_0454,2003-11-13 04:54:00,05:06:00,05:01:00,M1.6,N01E90,0,0
24,gev_20031113_0903,2003-11-13 09:03:00,10:02:00,09:29:00,M1.4,N04E81,0,0
16,gev_20031111_1321,2003-11-11 13:21:00,14:17:00,13:51:00,M1.6,S02W61,0,0
27,gev_20031113_0454,2003-11-13 04:54:00,05:06:00,05:01:00,M1.6,N01E90,0,0
1,gev_20031105_0237,2003-11-05 02:37:00,02:45:00,02:41:00,M1.6,S20W88,0,0
3,gev_20031105_1046,2003-11-05 10:46:00,10:56:00,10:52:00,M5.3,S19W88,0,0
3,gev_20031104_0543,2003-11-04 05:43:00,06:07:00,05:56:00,M2.6,S17W88,0,0
5,gev_20031104_1011,2003-11-04 10:11:00,10:33:00,10:22:00,M3.0,N08W90,0,0
7,gev_20031104_1343,2003-11-04 13:43:00,14:01:00,13:49:00,M1.1,S21W88,0,0
8,gev_20031104_1929,2003-11-04 19:29:00,20:30:00,19:44:00,X18+,S18W88,0,0
9,gev_20031105_0237,2003-11-05 02:37:00,02:45:00,02:41:00,M1.6,S20W88,0,0
11,gev_20031105_1046,2003-11-05 10:46:00,10:56:00,10:52:00,M5.3,S19W88,0,0
1,gev_20031103_0109,2003-11-03 01:09:00,01:45:00,01:30:00,X2.7,N08W73,0,0
2,gev_20031103_0943,2003-11-03 09:43:00,10:19:00,09:55:00,X3.9,N08W78,0,0
3,gev_20031103_1526,2003-11-03 15:26:00,15:43:00,15:32:00,M3.9,S16W73,0,0
9,gev_20031104_0543,2003-11-04 05:43:00,06:07:00,05:56:00,M2.6,S17W88,0,0
11,gev_20031104_1011,2003-11-04 10:11:00,10:33:00,10:22:00,M3.0,N08W90,0,0
13,gev_20031104_1343,2003-11-04 13:43:00,14:01:00,13:49:00,M1.1,S21W88,0,0
14,gev_20031104_1929,2003-11-04 19:29:00,20:30:00,19:44:00,X18+,S18W88,0,0
15,gev_20031105_0237,2003-11-05 02:37:00,02:45:00,02:41:00,M1.6,S20W88,0,0
17,gev_20031105_1046,2003-11-05 10:46:00,10:56:00,10:52:00,M5.3,S19W88,0,0
3,gev_20031102_0659,2003-11-02 06:59:00,08:12:00,07:53:00,M1.0,S21W55,0,0
4,gev_20031102_1230,2003-11-02 12:30:00,13:12:00,12:47:00,M1.8,N09W66,0,0
5,gev_20031102_1703,2003-11-02 17:03:00,17:39:00,17:25:00,X8.3,S18W59,0,0
6,gev_20031103_0109,2003-11-03 01:09:00,01:45:00,01:30:00,X2.7,N08W73,0,0
7,gev_20031103_0943,2003-11-03 09:43:00,10:19:00,09:55:00,X3.9,N08W78,0,0
8,gev_20031103_1526,2003-11-03 15:26:00,15:43:00,15:32:00,M3.9,S16W73,0,0
14,gev_20031104_0543,2003-11-04 05:43:00,06:07:00,05:56:00,M2.6,S17W88,0,0
16,gev_20031104_1011,2003-11-04 10:11:00,10:33:00,10:22:00,M3.0,N08W90,0,0
18,gev_20031104_1343,2003-11-04 13:43:00,14:01:00,13:49:00,M1.1,S21W88,0,0
19,gev_20031104_1929,2003-11-04 19:29:00,20:30:00,19:44:00,X18+,S18W88,0,0
20,gev_20031105_0237,2003-11-05 02:37:00,02:45:00,02:41:00,M1.6,S20W88,0,0
22,gev_20031105_1046,2003-11-05 10:46:00,10:56:00,10:52:00,M5.3,S19W88,0,0
6,gev_20031101_0839,2003-11-01 08:39:00,09:06:00,08:52:00,M1.3,N09W48,0,0
10,gev_20031101_1742,2003-11-01 17:42:00,18:08:00,17:51:00,M1.1,N09W54,0,0
12,gev_20031101_2226,2003-11-01 22:26:00,22:49:00,22:38:00,M3.2,S13W63,0,0
15,gev_20031102_0659,2003-11-02 06:59:00,08:12:00,07:53:00,M1.0,S21W55,0,0
16,gev_20031102_1230,2003-11-02 12:30:00,13:12:00,12:47:00,M1.8,N09W66,0,0
17,gev_20031102_1703,2003-11-02 17:03:00,17:39:00,17:25:00,X8.3,S18W59,0,0
18,gev_20031103_0109,2003-11-03 01:09:00,01:45:00,01:30:00,X2.7,N08W73,0,0
19,gev_20031103_0943,2003-11-03 09:43:00,10:19:00,09:55:00,X3.9,N08W78,0,0
20,gev_20031103_1526,2003-11-03 15:26:00,15:43:00,15:32:00,M3.9,S16W73,0,0
26,gev_20031104_0543,2003-11-04 05:43:00,06:07:00,05:56:00,M2.6,S17W88,0,0
28,gev_20031104_1011,2003-11-04 10:11:00,10:33:00,10:22:00,M3.0,N08W90,0,0
30,gev_20031104_1343,2003-11-04 13:43:00,14:01:00,13:49:00,M1.1,S21W88,0,0
31,gev_20031104_1929,2003-11-04 19:29:00,20:30:00,19:44:00,X18+,S18W88,0,0
32,gev_20031105_0237,2003-11-05 02:37:00,02:45:00,02:41:00,M1.6,S20W88,0,0
3,gev_20031031_0426,2003-10-31 04:26:00,04:37:00,04:33:00,M2.0,N06W89,0,0
4,gev_20031031_0608,2003-10-31 06:08:00,06:28:00,06:16:00,M1.1,N07W30,0,0
16,gev_20031101_0839,2003-11-01 08:39:00,09:06:00,08:52:00,M1.3,N09W48,0,0
20,gev_20031101_1742,2003-11-01 17:42:00,18:08:00,17:51:00,M1.1,N09W54,0,0
22,gev_20031101_2226,2003-11-01 22:26:00,22:49:00,22:38:00,M3.2,S13W63,0,0
25,gev_20031102_0659,2003-11-02 06:59:00,08:12:00,07:53:00,M1.0,S21W55,0,0
26,gev_20031102_1230,2003-11-02 12:30:00,13:12:00,12:47:00,M1.8,N09W66,0,0
27,gev_20031102_1703,2003-11-02 17:03:00,17:39:00,17:25:00,X8.3,S18W59,0,0
28,gev_20031103_0109,2003-11-03 01:09:00,01:45:00,01:30:00,X2.7,N08W73,0,0
29,gev_20031103_0943,2003-11-03 09:43:00,10:19:00,09:55:00,X3.9,N08W78,0,0
30,gev_20031103_1526,2003-11-03 15:26:00,15:43:00,15:32:00,M3.9,S16W73,0,0
36,gev_20031104_0543,2003-11-04 05:43:00,06:07:00,05:56:00,M2.6,S17W88,0,0
1,gev_20031030_0156,2003-10-30 01:56:00,02:29:00,02:07:00,M1.6,N06W20,0,0
4,gev_20031030_1515,2003-10-30 15:15:00,15:37:00,15:28:00,M1.5,S15W18,0,0
10,gev_20031031_0426,2003-10-31 04:26:00,04:37:00,04:33:00,M2.0,N06W89,0,0
11,gev_20031031_0608,2003-10-31 06:08:00,06:28:00,06:16:00,M1.1,N07W30,0,0
23,gev_20031101_0839,2003-11-01 08:39:00,09:06:00,08:52:00,M1.3,N09W48,0,0
27,gev_20031101_1742,2003-11-01 17:42:00,18:08:00,17:51:00,M1.1,N09W54,0,0
29,gev_20031101_2226,2003-11-01 22:26:00,22:49:00,22:38:00,M3.2,S13W63,0,0
32,gev_20031102_0659,2003-11-02 06:59:00,08:12:00,07:53:00,M1.0,S21W55,0,0
33,gev_20031102_1230,2003-11-02 12:30:00,13:12:00,12:47:00,M1.8,N09W66,0,0
34,gev_20031102_1703,2003-11-02 17:03:00,17:39:00,17:25:00,X8.3,S18W59,0,0
35,gev_20031103_0109,2003-11-03 01:09:00,01:45:00,01:30:00,X2.7,N08W73,0,0
1,gev_20031101_0839,2003-11-01 08:39:00,09:06:00,08:52:00,M1.3,N09W48,0,0
5,gev_20031101_1742,2003-11-01 17:42:00,18:08:00,17:51:00,M1.1,N09W54,0,0
7,gev_20031101_2226,2003-11-01 22:26:00,22:49:00,22:38:00,M3.2,S13W63,0,0
10,gev_20031102_0659,2003-11-02 06:59:00,08:12:00,07:53:00,M1.0,S21W55,0,0
6,gev_20031028_0951,2003-10-28 09:51:00,11:24:00,11:10:00,X17.,S18E20,0,0
8,gev_20031029_0408,2003-10-29 04:08:00,05:54:00,05:11:00,M3.5,S17E06,0,0
13,gev_20031029_2037,2003-10-29 20:37:00,21:01:00,20:49:00,X10.,S19W09,0,0
14,gev_20031030_0156,2003-10-30 01:56:00,02:29:00,02:07:00,M1.6,N06W20,0,0
17,gev_20031030_1515,2003-10-30 15:15:00,15:37:00,15:28:00,M1.5,S15W18,0,0
23,gev_20031031_0426,2003-10-31 04:26:00,04:37:00,04:33:00,M2.0,N06W89,0,0
24,gev_20031031_0608,2003-10-31 06:08:00,06:28:00,06:16:00,M1.1,N07W30,0,0
4,gev_20031027_0412,2003-10-27 04:12:00,05:08:00,04:39:00,M1.2,N01W44,0,0
6,gev_20031027_0750,2003-10-27 07:50:00,08:45:00,08:28:00,M2.9,N00W48,0,0
7,gev_20031027_0751,2003-10-27 07:51:00,09:24:00,08:33:00,M2.7,N00W48,0,0
8,gev_20031027_0921,2003-10-27 09:21:00,09:32:00,09:27:00,M5.0,S16E26,0,0
9,gev_20031027_1227,2003-10-27 12:27:00,12:52:00,12:43:00,M6.7,S16E24,0,0
14,gev_20031027_2146,2003-10-27 21:46:00,22:05:00,21:51:00,M1.9,N09E10,0,0
22,gev_20031028_0951,2003-10-28 09:51:00,11:24:00,11:10:00,X17.,S18E20,0,0
24,gev_20031029_0408,2003-10-29 04:08:00,05:54:00,05:11:00,M3.5,S17E06,0,0
29,gev_20031029_2037,2003-10-29 20:37:00,21:01:00,20:49:00,X10.,S19W09,0,0
30,gev_20031030_0156,2003-10-30 01:56:00,02:29:00,02:07:00,M1.6,N06W20,0,0
33,gev_20031030_1515,2003-10-30 15:15:00,15:37:00,15:28:00,M1.5,S15W18,0,0
38,gev_20031031_0427,2003-10-31 04:27:00,04:40:00,04:33:00,M2.2,N06W89,0,0
39,gev_20031031_0604,2003-10-31 06:04:00,06:32:00,06:16:00,M1.2,N07W30,0,0
3,gev_20031026_0557,2003-10-26 05:57:00,07:33:00,06:54:00,X1.2,S15E43,0,0
4,gev_20031026_1415,2003-10-26 14:15:00,14:24:00,14:20:00,M1.0,N04W31,0,0
5,gev_20031026_1721,2003-10-26 17:21:00,19:21:00,18:19:00,X1.2,N04W43,0,0
6,gev_20031026_2134,2003-10-26 21:34:00,21:48:00,21:40:00,M7.6,N01W40,0,0
10,gev_20031027_0412,2003-10-27 04:12:00,05:08:00,04:39:00,M1.2,N01W44,0,0
12,gev_20031027_0750,2003-10-27 07:50:00,08:45:00,08:28:00,M2.9,N00W48,0,0
13,gev_20031027_0751,2003-10-27 07:51:00,09:24:00,08:33:00,M2.7,N00W48,0,0
14,gev_20031027_0921,2003-10-27 09:21:00,09:32:00,09:27:00,M5.0,S16E26,0,0
15,gev_20031027_1227,2003-10-27 12:27:00,12:52:00,12:43:00,M6.7,S16E24,0,0
20,gev_20031027_2146,2003-10-27 21:46:00,22:05:00,21:51:00,M1.9,N09E10,0,0
28,gev_20031028_0951,2003-10-28 09:51:00,11:24:00,11:10:00,X17.,S18E20,0,0
30,gev_20031029_0408,2003-10-29 04:08:00,05:54:00,05:11:00,M3.5,S17E06,0,0
35,gev_20031029_2037,2003-10-29 20:37:00,21:01:00,20:49:00,X10.,S19W09,0,0
36,gev_20031030_0156,2003-10-30 01:56:00,02:29:00,02:07:00,M1.6,N06W20,0,0
4,gev_20031025_0417,2003-10-25 04:17:00,05:28:00,04:46:00,M1.2,S14E45,0,0
5,gev_20031025_0544,2003-10-25 05:44:00,06:26:00,05:53:00,M1.7,S12E49,0,0
7,gev_20031025_1026,2003-10-25 10:26:00,10:45:00,10:35:00,M1.5,N02W20,0,0
16,gev_20031026_0557,2003-10-26 05:57:00,07:33:00,06:54:00,X1.2,S15E43,0,0
17,gev_20031026_1415,2003-10-26 14:15:00,14:24:00,14:20:00,M1.0,N04W31,0,0
18,gev_20031026_1721,2003-10-26 17:21:00,19:21:00,18:19:00,X1.2,N04W43,0,0
19,gev_20031026_2134,2003-10-26 21:34:00,21:48:00,21:40:00,M7.6,N01W40,0,0
23,gev_20031027_0412,2003-10-27 04:12:00,05:08:00,04:39:00,M1.2,N01W44,0,0
24,gev_20031027_0750,2003-10-27 07:50:00,08:45:00,08:28:00,M2.9,N00W48,0,0
25,gev_20031027_0751,2003-10-27 07:51:00,09:24:00,08:33:00,M2.7,N00W48,0,0
26,gev_20031027_0921,2003-10-27 09:21:00,09:32:00,09:27:00,M5.0,S16E26,0,0
27,gev_20031027_1227,2003-10-27 12:27:00,12:52:00,12:43:00,M6.7,S16E24,0,0
32,gev_20031027_2146,2003-10-27 21:46:00,22:05:00,21:51:00,M1.9,N09E10,0,0
40,gev_20031028_0951,2003-10-28 09:51:00,11:24:00,11:10:00,X17.,S18E20,0,0
43,gev_20031029_0433,2003-10-29 04:33:00,05:45:00,05:13:00,M3.7,S17E06,0,0
1,gev_20031024_0227,2003-10-24 02:27:00,03:14:00,02:54:00,M7.6,S18E80,0,0
2,gev_20031024_0504,2003-10-24 05:04:00,05:16:00,05:10:00,M4.2,S22E78,0,0
10,gev_20031024_1842,2003-10-24 18:42:00,19:05:00,18:56:00,M1.3,S19E68,0,0
12,gev_20031024_2135,2003-10-24 21:35:00,21:45:00,21:40:00,M1.0,N03W08,0,0
16,gev_20031025_0417,2003-10-25 04:17:00,05:28:00,04:46:00,M1.2,S14E45,0,0
17,gev_20031025_0544,2003-10-25 05:44:00,06:26:00,05:53:00,M1.7,S12E49,0,0
19,gev_20031025_1026,2003-10-25 10:26:00,10:45:00,10:35:00,M1.5,N02W20,0,0
28,gev_20031026_0557,2003-10-26 05:57:00,07:33:00,06:54:00,X1.2,S15E43,0,0
29,gev_20031026_1415,2003-10-26 14:15:00,14:24:00,14:20:00,M1.0,N04W31,0,0
30,gev_20031026_1721,2003-10-26 17:21:00,19:21:00,18:19:00,X1.2,N04W43,0,0
31,gev_20031026_2134,2003-10-26 21:34:00,21:48:00,21:40:00,M7.6,N01W40,0,0
35,gev_20031027_0412,2003-10-27 04:12:00,05:08:00,04:39:00,M1.2,N01W44,0,0
36,gev_20031027_0750,2003-10-27 07:50:00,08:45:00,08:28:00,M2.9,N00W48,0,0
37,gev_20031027_0751,2003-10-27 07:51:00,09:24:00,08:33:00,M2.7,N00W48,0,0
38,gev_20031027_0921,2003-10-27 09:21:00,09:32:00,09:27:00,M5.0,S16E26,0,0
39,gev_20031027_1227,2003-10-27 12:27:00,12:52:00,12:43:00,M6.7,S16E24,0,0
44,gev_20031027_2146,2003-10-27 21:46:00,22:05:00,21:51:00,M1.9,N09E10,0,0
2,gev_20031023_0235,2003-10-23 02:35:00,02:44:00,02:41:00,M2.4,N03E15,0,0
3,gev_20031023_0702,2003-10-23 07:02:00,07:10:00,07:08:00,M3.2,N04E13,0,0
4,gev_20031023_0819,2003-10-23 08:19:00,08:49:00,08:35:00,X5.4,S18E88,0,0
5,gev_20031023_1049,2003-10-23 10:49:00,10:55:00,10:53:00,M2.7,N04E10,0,0
6,gev_20031023_1549,2003-10-23 15:49:00,16:40:00,16:22:00,M1.0,S17E82,0,0
7,gev_20031023_1950,2003-10-23 19:50:00,20:14:00,20:04:00,X1.1,S17E88,0,0
8,gev_20031024_0227,2003-10-24 02:27:00,03:14:00,02:54:00,M7.6,S18E80,0,0
9,gev_20031024_0504,2003-10-24 05:04:00,05:16:00,05:10:00,M4.2,S22E78,0,0
17,gev_20031024_1842,2003-10-24 18:42:00,19:05:00,18:56:00,M1.3,S19E68,0,0
19,gev_20031024_2135,2003-10-24 21:35:00,21:45:00,21:40:00,M1.0,N03W08,0,0
23,gev_20031025_0417,2003-10-25 04:17:00,05:28:00,04:46:00,M1.2,S14E45,0,0
24,gev_20031025_0544,2003-10-25 05:44:00,06:26:00,05:53:00,M1.7,S12E49,0,0
