Events,EName,Start,Stop,peak,GOES Class,Derived Position,flare_24h,longitude
42,gev_20140209_1540,2014-02-09 15:40:00,16:52:00,16:14:00,M1.0,S16E88(??),0,0
2,gev_20140204_1525,2014-02-04 15:25:00,16:49:00,16:02:00,M1.5,S14W14(1967),0,0
16,gev_20140205_1611,2014-02-05 16:11:00,16:20:00,16:20:00,M1.3,S10W36(1967),0,0
29,gev_20140206_2256,2014-02-06 22:56:00,23:10:00,23:05:00,M1.5,S15W48(1967),0,0
31,gev_20140207_0447,2014-02-07 04:47:00,05:04:00,04:56:00,M2.0,S16W51(1967),0,0
35,gev_20140207_1025,2014-02-07 10:25:00,10:31:00,10:29:00,M1.9,N12W53(1968),0,0
1,gev_20140204_0357,2014-02-04 03:57:00,04:06:00,04:00:00,M5.2,S14W07(1967),0,0
4,gev_20140204_0938,2014-02-04 09:38:00,09:58:00,09:49:00,M1.4,S14W11(1967),0,0
8,gev_20140204_1525,2014-02-04 15:25:00,16:49:00,16:02:00,M1.5,S14W14(1967),0,0
22,gev_20140205_1611,2014-02-05 16:11:00,16:20:00,16:20:00,M1.3,S10W36(1967),0,0
35,gev_20140206_2256,2014-02-06 22:56:00,23:10:00,23:05:00,M1.5,S15W48(1967),0,0
37,gev_20140207_0447,2014-02-07 04:47:00,05:04:00,04:56:00,M2.0,S16W51(1967),0,0
41,gev_20140207_1025,2014-02-07 10:25:00,10:31:00,10:29:00,M1.9,N12W53(1968),0,0
3,gev_20140204_0116,2014-02-04 01:16:00,01:31:00,01:23:00,M3.8,S09W13(1967),0,0
4,gev_20140204_0240,2014-02-04 02:40:00,03:48:00,03:06:00,M1.2,S15W03(1967),0,0
5,gev_20140204_0357,2014-02-04 03:57:00,04:06:00,04:00:00,M5.2,S14W07(1967),0,0
8,gev_20140204_0938,2014-02-04 09:38:00,09:58:00,09:49:00,M1.4,S14W11(1967),0,0
12,gev_20140204_1525,2014-02-04 15:25:00,16:49:00,16:02:00,M1.5,S14W14(1967),0,0
26,gev_20140205_1611,2014-02-05 16:11:00,16:20:00,16:20:00,M1.3,S10W36(1967),0,0
39,gev_20140206_2256,2014-02-06 22:56:00,23:10:00,23:05:00,M1.5,S15W48(1967),0,0
41,gev_20140207_0447,2014-02-07 04:47:00,05:04:00,04:56:00,M2.0,S16W51(1967),0,0
45,gev_20140207_1025,2014-02-07 10:25:00,10:31:00,10:29:00,M1.9,N12W53(1968),0,0
14,gev_20140204_0116,2014-02-04 01:16:00,01:31:00,01:23:00,M3.8,S09W13(1967),0,0
15,gev_20140204_0240,2014-02-04 02:40:00,03:48:00,03:06:00,M1.2,S15W03(1967),0,0
16,gev_20140204_0357,2014-02-04 03:57:00,04:06:00,04:00:00,M5.2,S14W07(1967),0,0
19,gev_20140204_0938,2014-02-04 09:38:00,09:58:00,09:49:00,M1.4,S14W11(1967),0,0
23,gev_20140204_1525,2014-02-04 15:25:00,16:49:00,16:02:00,M1.5,S14W14(1967),0,0
37,gev_20140205_1611,2014-02-05 16:11:00,16:20:00,16:20:00,M1.3,S10W36(1967),0,0
1,gev_20140202_0624,2014-02-02 06:24:00,06:37:00,06:34:00,M2.6,N12E18(1968),0,0
2,gev_20140202_0717,2014-02-02 07:17:00,08:29:00,08:20:00,M2.2,S11E13(1967),0,0
3,gev_20140202_0924,2014-02-02 09:24:00,09:36:00,09:31:00,M4.4,S10E14(1967),0,0
5,gev_20140202_1401,2014-02-02 14:01:00,14:09:00,14:06:00,M1.3,N12E14(1968),0,0
8,gev_20140202_1624,2014-02-02 16:24:00,16:36:00,16:29:00,M1.0,N09E06(1968),0,0
9,gev_20140202_1805,2014-02-02 18:05:00,18:18:00,18:11:00,M3.1,S10E08(1967),0,0
11,gev_20140202_2124,2014-02-02 21:24:00,22:14:00,22:04:00,M1.3,S10E01(1967),0,0
26,gev_20140204_0116,2014-02-04 01:16:00,01:31:00,01:23:00,M3.8,S09W13(1967),0,0
27,gev_20140204_0240,2014-02-04 02:40:00,03:48:00,03:06:00,M1.2,S15W03(1967),0,0
28,gev_20140204_0357,2014-02-04 03:57:00,04:06:00,04:00:00,M5.2,S14W07(1967),0,0
31,gev_20140204_0938,2014-02-04 09:38:00,09:58:00,09:49:00,M1.4,S14W11(1967),0,0
35,gev_20140204_1525,2014-02-04 15:25:00,16:49:00,16:02:00,M1.5,S14W14(1967),0,0
4,gev_20140201_0714,2014-02-01 07:14:00,07:45:00,07:23:00,M3.0,S10E22(1967),0,0
15,gev_20140202_0624,2014-02-02 06:24:00,06:37:00,06:34:00,M2.6,N12E18(1968),0,0
16,gev_20140202_0717,2014-02-02 07:17:00,08:29:00,08:20:00,M2.2,S11E13(1967),0,0
17,gev_20140202_0924,2014-02-02 09:24:00,09:36:00,09:31:00,M4.4,S10E14(1967),0,0
19,gev_20140202_1401,2014-02-02 14:01:00,14:09:00,14:06:00,M1.3,N12E14(1968),0,0
22,gev_20140202_1624,2014-02-02 16:24:00,16:36:00,16:29:00,M1.0,N09E06(1968),0,0
23,gev_20140202_1805,2014-02-02 18:05:00,18:18:00,18:11:00,M3.1,S10E08(1967),0,0
25,gev_20140202_2124,2014-02-02 21:24:00,22:14:00,22:04:00,M1.3,S10E01(1967),0,0
40,gev_20140204_0116,2014-02-04 01:16:00,01:31:00,01:23:00,M3.8,S09W13(1967),0,0
41,gev_20140204_0240,2014-02-04 02:40:00,03:48:00,03:06:00,M1.2,S15W03(1967),0,0
42,gev_20140204_0357,2014-02-04 03:57:00,04:06:00,04:00:00,M5.2,S14W07(1967),0,0
45,gev_20140204_0938,2014-02-04 09:38:00,09:58:00,09:49:00,M1.4,S14W11(1967),0,0
4,gev_20140130_1548,2014-01-30 15:48:00,16:28:00,16:11:00,M6.6,S11E64(1970),0,0
10,gev_20140131_1532,2014-01-31 15:32:00,15:53:00,15:42:00,M1.1,N07E34(1968),0,0
14,gev_20140201_0119,2014-02-01 01:19:00,01:38:00,01:25:00,M1.0,S10E26(1967),0,0
18,gev_20140201_0714,2014-02-01 07:14:00,07:45:00,07:23:00,M3.0,S10E22(1967),0,0
29,gev_20140202_0624,2014-02-02 06:24:00,06:37:00,06:34:00,M2.6,N12E18(1968),0,0
30,gev_20140202_0717,2014-02-02 07:17:00,08:29:00,08:20:00,M2.2,S11E13(1967),0,0
31,gev_20140202_0924,2014-02-02 09:24:00,09:36:00,09:31:00,M4.4,S10E14(1967),0,0
33,gev_20140202_1401,2014-02-02 14:01:00,14:09:00,14:06:00,M1.3,N12E14(1968),0,0
36,gev_20140202_1624,2014-02-02 16:24:00,16:36:00,16:29:00,M1.0,N09E06(1968),0,0
37,gev_20140202_1805,2014-02-02 18:05:00,18:18:00,18:11:00,M3.1,S10E08(1967),0,0
39,gev_20140202_2124,2014-02-02 21:24:00,22:14:00,22:04:00,M1.3,S10E01(1967),0,0
13,gev_20140130_0633,2014-01-30 06:33:00,06:44:00,06:39:00,M2.1,S14E54(1967),0,0
14,gev_20140130_0754,2014-01-30 07:54:00,08:41:00,08:11:00,M1.1,S11E54(1967),0,0
18,gev_20140130_1548,2014-01-30 15:48:00,16:28:00,16:11:00,M6.6,S11E64(1967),0,0
24,gev_20140131_1532,2014-01-31 15:32:00,15:53:00,15:42:00,M1.1,N07E34(1968),0,0
28,gev_20140201_0119,2014-02-01 01:19:00,01:38:00,01:25:00,M1.0,S10E26(1967),0,0
32,gev_20140201_0714,2014-02-01 07:14:00,07:45:00,07:23:00,M3.0,S10E22(1967),0,0
43,gev_20140202_0624,2014-02-02 06:24:00,06:37:00,06:34:00,M2.6,N12E18(1968),0,0
44,gev_20140202_0717,2014-02-02 07:17:00,08:29:00,08:20:00,M2.2,S11E13(1967),0,0
45,gev_20140202_0924,2014-02-02 09:24:00,09:36:00,09:31:00,M4.4,S10E14(1967),0,0
2,gev_20140128_0725,2014-01-28 07:25:00,07:34:00,07:31:00,M3.6,S10E75(1967),0,0
3,gev_20140128_1134,2014-01-28 11:34:00,11:41:00,11:38:00,M1.4,S10E72(1967),0,0
5,gev_20140128_1233,2014-01-28 12:33:00,12:50:00,12:46:00,M1.3,S15E79(1967),0,0
6,gev_20140128_1238,2014-01-28 12:38:00,12:50:00,12:46:00,M1.3,S14E82(1967),0,0
8,gev_20140128_1524,2014-01-28 15:24:00,15:30:00,15:26:00,M3.5,S13E88(1967),0,0
10,gev_20140128_1900,2014-01-28 19:00:00,19:46:00,19:40:00,M4.9,S14E75(1967),0,0
11,gev_20140128_2204,2014-01-28 22:04:00,22:20:00,22:16:00,M2.6,S14E74(1967),0,0
25,gev_20140130_0633,2014-01-30 06:33:00,06:44:00,06:39:00,M2.1,S14E54(1967),0,0
26,gev_20140130_0754,2014-01-30 07:54:00,08:41:00,08:11:00,M1.1,S11E54(1967),0,0
30,gev_20140130_1548,2014-01-30 15:48:00,16:28:00,16:11:00,M6.6,S11E64(1967),0,0
36,gev_20140131_1532,2014-01-31 15:32:00,15:53:00,15:42:00,M1.1,N07E34(1968),0,0
40,gev_20140201_0119,2014-02-01 01:19:00,01:38:00,01:25:00,M1.0,S10E26(1967),0,0
44,gev_20140201_0714,2014-02-01 07:14:00,07:45:00,07:23:00,M3.0,S10E22(1967),0,0
6,gev_20140127_2205,2014-01-27 22:05:00,22:15:00,22:10:00,M4.9,S14E88(1967),0,0
9,gev_20140128_0402,2014-01-28 04:02:00,04:13:00,04:09:00,M1.5,S14E88(1967),0,0
12,gev_20140128_0725,2014-01-28 07:25:00,07:34:00,07:31:00,M3.6,S10E75(1967),0,0
13,gev_20140128_1134,2014-01-28 11:34:00,11:41:00,11:38:00,M1.4,S10E72(1967),0,0
15,gev_20140128_1233,2014-01-28 12:33:00,12:50:00,12:46:00,M1.3,S15E79(1967),0,0
16,gev_20140128_1238,2014-01-28 12:38:00,12:50:00,12:46:00,M1.3,S14E82(1967),0,0
18,gev_20140128_1524,2014-01-28 15:24:00,15:30:00,15:26:00,M3.5,S13E88(1967),0,0
20,gev_20140128_1900,2014-01-28 19:00:00,19:46:00,19:40:00,M4.9,S14E75(1967),0,0
21,gev_20140128_2204,2014-01-28 22:04:00,22:20:00,22:16:00,M2.6,S14E74(1967),0,0
35,gev_20140130_0633,2014-01-30 06:33:00,06:44:00,06:39:00,M2.1,S14E54(1967),0,0
36,gev_20140130_0754,2014-01-30 07:54:00,08:41:00,08:11:00,M1.1,S11E54(1967),0,0
40,gev_20140130_1548,2014-01-30 15:48:00,16:28:00,16:11:00,M6.6,S11E64(1967),0,0
6,gev_20140127_0105,2014-01-27 01:05:00,01:39:00,01:21:00,M1.0,S16E88(1967),0,0
7,gev_20140127_0202,2014-01-27 02:02:00,02:18:00,02:10:00,M1.1,S13E88(1967),0,0
15,gev_20140127_2205,2014-01-27 22:05:00,22:15:00,22:10:00,M4.9,S14E88(1967),0,0
18,gev_20140128_0402,2014-01-28 04:02:00,04:13:00,04:09:00,M1.5,S14E88(1967),0,0
21,gev_20140128_0725,2014-01-28 07:25:00,07:34:00,07:31:00,M3.6,S10E75(1967),0,0
22,gev_20140128_1134,2014-01-28 11:34:00,11:41:00,11:38:00,M1.4,S10E72(1967),0,0
24,gev_20140128_1233,2014-01-28 12:33:00,12:50:00,12:46:00,M1.3,S15E79(1967),0,0
25,gev_20140128_1238,2014-01-28 12:38:00,12:50:00,12:46:00,M1.3,S14E82(1967),0,0
27,gev_20140128_1524,2014-01-28 15:24:00,15:30:00,15:26:00,M3.5,S13E88(1967),0,0
29,gev_20140128_1900,2014-01-28 19:00:00,19:46:00,19:40:00,M4.9,S14E75(1967),0,0
30,gev_20140128_2204,2014-01-28 22:04:00,22:20:00,22:16:00,M2.6,S14E74(1967),0,0
44,gev_20140130_0633,2014-01-30 06:33:00,06:44:00,06:39:00,M2.1,S14E54(1967),0,0
45,gev_20140130_0754,2014-01-30 07:54:00,08:41:00,08:11:00,M1.1,S11E54(1967),0,0
15,gev_20140127_0105,2014-01-27 01:05:00,01:39:00,01:21:00,M1.0,S16E88(1967),0,0
16,gev_20140127_0202,2014-01-27 02:02:00,02:18:00,02:11:00,M1.1,S13E88(1967),0,0
24,gev_20140127_2205,2014-01-27 22:05:00,22:15:00,22:10:00,M4.9,S14E88(1967),0,0
27,gev_20140128_0402,2014-01-28 04:02:00,04:13:00,04:09:00,M1.5,S14E88(1967),0,0
30,gev_20140128_0725,2014-01-28 07:25:00,07:34:00,07:31:00,M3.6,S10E75(1967),0,0
31,gev_20140128_1134,2014-01-28 11:34:00,11:41:00,11:38:00,M1.4,S10E72(1967),0,0
33,gev_20140128_1233,2014-01-28 12:33:00,12:50:00,12:46:00,M1.3,S15E79(1967),0,0
34,gev_20140128_1238,2014-01-28 12:38:00,12:50:00,12:46:00,M1.3,S14E82(1967),0,0
36,gev_20140128_1524,2014-01-28 15:24:00,15:30:00,15:26:00,M3.5,S13E88(1967),0,0
38,gev_20140128_1900,2014-01-28 19:00:00,19:46:00,19:40:00,M4.9,S14E75(1967),0,0
39,gev_20140128_2204,2014-01-28 22:04:00,22:20:00,22:16:00,M2.6,S14E74(1967),0,0
18,gev_20140127_0105,2014-01-27 01:05:00,01:39:00,01:22:00,M1.0,S16E88(1967),0,0
19,gev_20140127_0202,2014-01-27 02:02:00,02:18:00,02:10:00,M1.1,S13E88(1967),0,0
27,gev_20140127_2205,2014-01-27 22:05:00,22:15:00,22:10:00,M4.9,S14E88(1967),0,0
30,gev_20140128_0402,2014-01-28 04:02:00,04:13:00,04:09:00,M1.5,S14E88(1967),0,0
33,gev_20140128_0725,2014-01-28 07:25:00,07:34:00,07:31:00,M3.6,S10E75(1967),0,0
23,gev_20140127_0105,2014-01-27 01:05:00,01:39:00,01:21:00,M1.0,S16E88,0,0
24,gev_20140127_0202,2014-01-27 02:02:00,02:18:00,02:11:00,M1.1,S13E88,0,0
5,gev_20140113_2148,2014-01-13 21:48:00,21:53:00,21:51:00,M1.3,S08W75(1944),0,0
7,gev_20140113_2148,2014-01-13 21:48:00,21:53:00,21:51:00,M1.3,S08W75(1944),0,0
17,gev_20140113_2148,2014-01-13 21:48:00,21:53:00,21:51:00,M1.3,S08W75(1944),0,0
20,gev_20140113_2148,2014-01-13 21:48:00,21:53:00,21:51:00,M1.3,S08W75(1944),0,0
22,gev_20140113_2148,2014-01-13 21:48:00,21:53:00,21:51:00,M1.3,S08W75(1944),0,0
2,gev_20140108_0339,2014-01-08 03:39:00,03:54:00,03:47:00,M3.6,N11W88(1947),0,0
29,gev_20140113_2148,2014-01-13 21:48:00,21:53:00,21:51:00,M1.3,S08W75(1944),0,0
2,gev_20140107_0349,2014-01-07 03:49:00,03:56:00,03:53:00,M1.0,N07E07(1946),0,0
7,gev_20140107_1007,2014-01-07 10:07:00,10:37:00,10:13:00,M7.2,S13E13(1944),0,0
9,gev_20140107_1804,2014-01-07 18:04:00,18:58:00,18:32:00,X1.2,S12W08(1944),0,0
13,gev_20140108_0339,2014-01-08 03:39:00,03:54:00,03:47:00,M3.6,N11W88(1947),0,0
6,gev_20140107_0349,2014-01-07 03:49:00,03:56:00,03:53:00,M1.0,N07E07(1946),0,0
11,gev_20140107_1007,2014-01-07 10:07:00,10:37:00,10:13:00,M7.2,S13E13(1944),0,0
13,gev_20140107_1804,2014-01-07 18:04:00,18:58:00,18:32:00,X1.2,S12W08(1944),0,0
17,gev_20140108_0339,2014-01-08 03:39:00,03:54:00,03:47:00,M3.6,N11W88(1947),0,0
9,gev_20140107_0349,2014-01-07 03:49:00,03:56:00,03:53:00,M1.0,N07E07(1946),0,0
14,gev_20140107_1007,2014-01-07 10:07:00,10:37:00,10:13:00,M7.2,S13E13(1944),0,0
16,gev_20140107_1804,2014-01-07 18:04:00,18:58:00,18:32:00,X1.2,S12W08(1944),0,0
20,gev_20140108_0339,2014-01-08 03:39:00,03:54:00,03:47:00,M3.6,N11W88(1947),0,0
4,gev_20140104_1016,2014-01-04 10:16:00,10:41:00,10:25:00,M1.3,S05E49(1944),0,0
6,gev_20140104_1847,2014-01-04 18:47:00,20:23:00,19:46:00,M4.0,S11E33(1944),0,0
7,gev_20140104_2209,2014-01-04 22:09:00,23:59:00,22:52:00,M2.0,S14W89(1936),0,0
8,gev_20140104_2212,2014-01-04 22:12:00,23:22:00,22:52:00,M1.9,S14W89(1936),0,0
17,gev_20140107_0349,2014-01-07 03:49:00,03:56:00,03:53:00,M1.0,N07E07(1946),0,0
22,gev_20140107_1007,2014-01-07 10:07:00,10:37:00,10:13:00,M7.2,S13E13(1944),0,0
24,gev_20140107_1804,2014-01-07 18:04:00,18:58:00,18:32:00,X1.2,S12W08(1944),0,0
28,gev_20140108_0339,2014-01-08 03:39:00,03:54:00,03:47:00,M3.6,N11W88(1947),0,0
8,gev_20140103_1241,2014-01-03 12:41:00,12:54:00,12:50:00,M1.0,S04E52(1944),0,0
11,gev_20140103_2109,2014-01-03 21:09:00,21:19:00,21:14:00,M1.1,S06E53(1944),0,0
15,gev_20140104_1016,2014-01-04 10:16:00,10:41:00,10:25:00,M1.3,S05E49(1944),0,0
17,gev_20140104_1847,2014-01-04 18:47:00,20:23:00,19:46:00,M4.0,S11E33(1944),0,0
18,gev_20140104_2209,2014-01-04 22:09:00,23:59:00,22:52:00,M2.0,S14W89(1936),0,0
19,gev_20140104_2212,2014-01-04 22:12:00,23:22:00,22:52:00,M1.9,S14W89(1936),0,0
28,gev_20140107_0349,2014-01-07 03:49:00,03:56:00,03:53:00,M1.0,N07E07(1946),0,0
33,gev_20140107_1007,2014-01-07 10:07:00,10:37:00,10:13:00,M7.2,S13E13(1944),0,0
35,gev_20140107_1804,2014-01-07 18:04:00,18:58:00,18:30:00,X1.2,S12W08(1944),0,0
39,gev_20140108_0339,2014-01-08 03:39:00,03:54:00,03:47:00,M3.6,N11W88(1947),0,0
3,gev_20140102_2212,2014-01-02 22:12:00,22:22:00,22:18:00,M1.2,S05E65(1944),0,0
12,gev_20140103_1241,2014-01-03 12:41:00,12:54:00,12:50:00,M1.0,S04E52(1944),0,0
15,gev_20140103_2109,2014-01-03 21:09:00,21:19:00,21:14:00,M1.1,S06E53(1944),0,0
19,gev_20140104_1016,2014-01-04 10:16:00,10:41:00,10:25:00,M1.3,S05E49(1944),0,0
21,gev_20140104_1847,2014-01-04 18:47:00,20:23:00,19:46:00,M4.0,S11E33(1944),0,0
22,gev_20140104_2209,2014-01-04 22:09:00,23:59:00,22:52:00,M2.0,S14W89(1931),0,0
23,gev_20140104_2212,2014-01-04 22:12:00,23:22:00,22:52:00,M1.9,S14W89(1931),0,0
32,gev_20140107_0349,2014-01-07 03:49:00,03:56:00,03:53:00,M1.0,N07E07(1946),0,0
37,gev_20140107_1007,2014-01-07 10:07:00,10:37:00,10:13:00,M7.2,S13E13(1944),0,0
39,gev_20140107_1804,2014-01-07 18:04:00,18:58:00,18:32:00,X1.2,S12W08(1944),0,0
43,gev_20140108_0339,2014-01-08 03:39:00,03:54:00,03:47:00,M3.6,N11W88(1947),0,0
2,gev_20140101_1840,2014-01-01 18:40:00,19:03:00,18:52:00,M9.9,S16W45(1936),0,0
5,gev_20140102_0224,2014-01-02 02:24:00,02:56:00,02:33:00,M1.7,S05E89(1944),0,0
11,gev_20140102_2212,2014-01-02 22:12:00,22:22:00,22:18:00,M1.2,S05E65(1944),0,0
20,gev_20140103_1241,2014-01-03 12:41:00,12:54:00,12:50:00,M1.0,S04E52(1944),0,0
23,gev_20140103_2109,2014-01-03 21:09:00,21:19:00,21:14:00,M1.1,S06E53(1944),0,0
27,gev_20140104_1016,2014-01-04 10:16:00,10:41:00,10:25:00,M1.3,S05E49(1944),0,0
29,gev_20140104_1847,2014-01-04 18:47:00,20:23:00,19:46:00,M4.0,S11E33(1944),0,0
30,gev_20140104_2209,2014-01-04 22:09:00,23:59:00,22:52:00,M2.0,S14W89(1936),0,0
31,gev_20140104_2212,2014-01-04 22:12:00,23:22:00,22:52:00,M1.9,S14W89(1936),0,0
40,gev_20140107_0349,2014-01-07 03:49:00,03:56:00,03:53:00,M1.0,N07E07(1946),0,0
45,gev_20140107_1007,2014-01-07 10:07:00,10:37:00,10:13:00,M7.2,S13E13(?),0,0
7,gev_20131231_2145,2013-12-31 21:45:00,22:20:00,21:58:00,M6.4,S15W36(1936),0,0
11,gev_20140101_1840,2014-01-01 18:40:00,19:03:00,18:52:00,M9.9,S16W45(1936),0,0
14,gev_20140102_0224,2014-01-02 02:24:00,02:56:00,02:33:00,M1.7,S05E89(1944),0,0
20,gev_20140102_2212,2014-01-02 22:12:00,22:22:00,22:18:00,M1.2,S05E65(1944),0,0
29,gev_20140103_1241,2014-01-03 12:41:00,12:54:00,12:50:00,M1.0,S04E52(1944),0,0
32,gev_20140103_2109,2014-01-03 21:09:00,21:19:00,21:14:00,M1.1,S06E53(1944),0,0
36,gev_20140104_1016,2014-01-04 10:16:00,10:41:00,10:25:00,M1.3,S05E49(1944),0,0
38,gev_20140104_1905,2014-01-04 19:05:00,20:23:00,19:46:00,M4.0,S11E34(1944),0,0
39,gev_20140104_2209,2014-01-04 22:09:00,23:59:00,22:52:00,M2.0,S14W89(1936),0,0
40,gev_20140104_2212,2014-01-04 22:12:00,23:22:00,22:52:00,M1.9,S14W89(1936),0,0
11,gev_20131231_2145,2013-12-31 21:45:00,22:20:00,21:58:00,M6.4,S15W36(1936),0,0
15,gev_20140101_1840,2014-01-01 18:40:00,19:03:00,18:52:00,M9.9,S16W45(1936),0,0
18,gev_20140102_0224,2014-01-02 02:24:00,02:56:00,02:33:00,M1.7,S05E89(1944),0,0
24,gev_20140102_2212,2014-01-02 22:12:00,22:22:00,22:18:00,M1.2,S05E65(1944),0,0
33,gev_20140103_1241,2014-01-03 12:41:00,12:54:00,12:50:00,M1.0,S04E52(1944),0,0
36,gev_20140103_2109,2014-01-03 21:09:00,21:19:00,21:14:00,M1.1,S06E53(1944),0,0
40,gev_20140104_1016,2014-01-04 10:16:00,10:41:00,10:25:00,M1.3,S05E49(1944),0,0
42,gev_20140104_1905,2014-01-04 19:05:00,20:23:00,19:46:00,M4.0,S11E34(1944),0,0
43,gev_20140104_2209,2014-01-04 22:09:00,23:59:00,22:52:00,M2.0,S14W89(1931),0,0
44,gev_20140104_2212,2014-01-04 22:12:00,23:22:00,22:52:00,M1.9,S14W89(1931),0,0
18,gev_20131231_2145,2013-12-31 21:45:00,22:20:00,21:58:00,M6.4,S15W36(1936),0,0
22,gev_20140101_1840,2014-01-01 18:40:00,19:03:00,18:52:00,M9.9,S16W45(1936),0,0
25,gev_20140102_0224,2014-01-02 02:24:00,02:56:00,02:33:00,M1.7,S05E89(1944),0,0
31,gev_20140102_2212,2014-01-02 22:12:00,22:22:00,22:18:00,M1.2,S05E65(1944),0,0
40,gev_20140103_1241,2014-01-03 12:41:00,12:54:00,12:50:00,M1.0,S04E52(1944),0,0
43,gev_20140103_2109,2014-01-03 21:09:00,21:19:00,21:14:00,M1.1,S06E53(1944),0,0
2,gev_20131229_0749,2013-12-29 07:49:00,08:00:00,07:56:00,M3.1,S16W01(1936),0,0
25,gev_20131231_2145,2013-12-31 21:45:00,22:20:00,21:58:00,M6.4,S15W36(1936),0,0
29,gev_20140101_1840,2014-01-01 18:40:00,19:03:00,18:52:00,M9.9,S16W45(1936),0,0
32,gev_20140102_0224,2014-01-02 02:24:00,02:56:00,02:33:00,M1.7,S05E89(1944),0,0
38,gev_20140102_2212,2014-01-02 22:12:00,22:22:00,22:18:00,M1.2,S05E65(1944),0,0
13,gev_20131229_0749,2013-12-29 07:49:00,08:00:00,07:56:00,M3.1,S16W01(1936),0,0
36,gev_20131231_2145,2013-12-31 21:45:00,22:20:00,21:58:00,M6.4,S15W36(1936),0,0
40,gev_20140101_1840,2014-01-01 18:40:00,19:03:00,18:52:00,M9.9,S16W45(1936),0,0
43,gev_20140102_0224,2014-01-02 02:24:00,02:56:00,02:33:00,M1.7,S05E89(1944),0,0
20,gev_20131229_0749,2013-12-29 07:49:00,08:00:00,07:56:00,M3.1,S16W01(1936),0,0
43,gev_20131231_2145,2013-12-31 21:45:00,22:20:00,21:58:00,M6.4,S15W36(1936),0,0
30,gev_20131229_0749,2013-12-29 07:49:00,08:00:00,07:56:00,M3.1,S16W01(1936),0,0
35,gev_20131229_0749,2013-12-29 07:49:00,08:00:00,07:56:00,M3.1,S16W01(1936),0,0
4,gev_20131223_0859,2013-12-23 08:59:00,09:09:00,09:06:00,M1.6,S17W63(1928),0,0
44,gev_20131229_0749,2013-12-29 07:49:00,08:00:00,07:56:00,M3.1,S16W01(1936),0,0
3,gev_20131222_2123,2013-12-22 21:23:00,22:13:00,22:08:00,M1.6,S17W55(1928),0,0
5,gev_20131222_2344,2013-12-22 23:44:00,00:05:00,00:03:00,M1.3,S17W58(1928),0,0
14,gev_20131223_0859,2013-12-23 08:59:00,09:09:00,09:06:00,M1.6,S17W63(1928),0,0
1,gev_20131222_0833,2013-12-22 08:33:00,08:41:00,08:37:00,M1.1,S17W52(1928),0,0
5,gev_20131222_1424,2013-12-22 14:24:00,14:48:00,14:38:00,M1.6,S16E44(1934),0,0
6,gev_20131222_1506,2013-12-22 15:06:00,15:19:00,15:12:00,M3.3,S17W55(1928),0,0
10,gev_20131222_2123,2013-12-22 21:23:00,22:13:00,22:08:00,M1.6,S17W55(1928),0,0
12,gev_20131222_2344,2013-12-22 23:44:00,00:05:00,00:03:00,M1.3,S17W58(1928),0,0
21,gev_20131223_0859,2013-12-23 08:59:00,09:09:00,09:06:00,M1.6,S17W63(1928),0,0
3,gev_20131222_0805,2013-12-22 08:05:00,08:18:00,08:11:00,M1.9,S17W51(1928),0,0
4,gev_20131222_0833,2013-12-22 08:33:00,08:41:00,08:37:00,M1.1,S17W52(1928),0,0
8,gev_20131222_1424,2013-12-22 14:24:00,14:48:00,14:38:00,M1.6,S16E44(1934),0,0
9,gev_20131222_1506,2013-12-22 15:06:00,15:19:00,15:12:00,M3.3,S17W55(1928),0,0
13,gev_20131222_2123,2013-12-22 21:23:00,22:13:00,22:08:00,M1.6,S17W55(1928),0,0
15,gev_20131222_2344,2013-12-22 23:44:00,00:05:00,00:03:00,M1.3,S17W58(1928),0,0
24,gev_20131223_0859,2013-12-23 08:59:00,09:09:00,09:06:00,M1.6,S17W63(1928),0,0
10,gev_20131222_0805,2013-12-22 08:05:00,08:18:00,08:11:00,M1.9,S17W51(1928),0,0
11,gev_20131222_0833,2013-12-22 08:33:00,08:41:00,08:37:00,M1.1,S17W52(1928),0,0
15,gev_20131222_1424,2013-12-22 14:24:00,14:48:00,14:38:00,M1.6,S16E44(1934),0,0
16,gev_20131222_1506,2013-12-22 15:06:00,15:19:00,15:12:00,M3.3,S17W55(1928),0,0
20,gev_20131222_2123,2013-12-22 21:23:00,22:13:00,22:08:00,M1.6,S17W55(1928),0,0
22,gev_20131222_2344,2013-12-22 23:44:00,00:05:00,00:03:00,M1.3,S17W58(1928),0,0
31,gev_20131223_0859,2013-12-23 08:59:00,09:09:00,09:06:00,M1.6,S17W63(1928),0,0
19,gev_20131222_0805,2013-12-22 08:05:00,08:18:00,08:11:00,M1.9,S17W51(1928),0,0
20,gev_20131222_0833,2013-12-22 08:33:00,08:41:00,08:37:00,M1.1,S17W52(1928),0,0
24,gev_20131222_1424,2013-12-22 14:24:00,14:48:00,14:38:00,M1.6,S16E44(1934),0,0
25,gev_20131222_1506,2013-12-22 15:06:00,15:19:00,15:12:00,M3.3,S17W55(1928),0,0
29,gev_20131222_2123,2013-12-22 21:23:00,22:13:00,22:08:00,M1.6,S17W55(1928),0,0
31,gev_20131222_2344,2013-12-22 23:44:00,00:05:00,00:03:00,M1.3,S17W58(1928),0,0
40,gev_20131223_0859,2013-12-23 08:59:00,09:09:00,09:06:00,M1.6,S17W63(1928),0,0
