,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,harpnum,t_rec,totusjh,totusjz,absnjzh,savncpp,usflux,area_acr,meangam,meangbt,meangbz,meangbh,meanjzh,meanjzd,latdtmin,latdtmax,londtmin,londtmax,t_rec,totbsq,totfz,epsz,totfy,totfx,epsy,epsx
0,12,2010.05.09_07:00:00_TAI,106.268,2672693000000.0,22.758,2113722000000.0,1.31963e+21,242.005707,38.247,113.155,116.336,52.415,0.00869287,0.47648659,-23.5504,-16.6392,-15.4746,0.4031,2010.05.09_07:00:00_TAI,2446300000.0,59.91,0.0465,374.18,152.26,-0.1451,-0.059
0,12,2010.05.09_08:00:00_TAI,97.176,2471204000000.0,29.166,2313736000000.0,1.261738e+21,242.611481,39.224,116.528,116.852,57.011,0.01148714,0.96349269,-23.5504,-16.6392,-14.9181,0.9596,2010.05.09_08:00:00_TAI,2292300000.0,-6.2918,-0.0052,401.55,145.18,-0.1661,-0.0601
0,12,2010.05.09_09:00:00_TAI,95.966,2457479000000.0,24.59,2085543000000.0,1.255921e+21,241.561081,39.671,114.038,115.767,52.906,0.00944669,1.49407136,-23.5504,-16.6392,-14.3616,1.5161,2010.05.09_09:00:00_TAI,2159100000.0,-57.322,-0.0504,385.84,139.76,-0.1695,-0.0614
0,12,2010.05.09_10:00:00_TAI,97.611,2482436000000.0,21.214,1800426000000.0,1.310103e+21,234.064865,37.969,118.064,118.727,54.44,0.00795141,1.24390066,-23.5504,-16.6392,-13.8051,2.0726,2010.05.09_10:00:00_TAI,2082800000.0,-34.208,-0.0312,330.3,96.385,-0.1504,-0.0439
0,12,2010.05.09_11:00:00_TAI,95.111,2511778000000.0,25.991,2461286000000.0,1.277633e+21,227.636246,38.901,113.01,115.438,52.585,0.00966583,1.04649556,-23.5504,-16.6392,-13.2486,2.6291,2010.05.09_11:00:00_TAI,2041400000.0,-71.141,-0.0661,348.05,101.13,-0.1617,-0.047
0,12,2010.05.09_12:00:00_TAI,98.366,2619154000000.0,20.073,2175208000000.0,1.277959e+21,227.68251,39.124,118.005,118.894,55.788,0.00745105,1.36040711,-23.5504,-16.6392,-12.6921,3.1856,2010.05.09_12:00:00_TAI,2008600000.0,-58.855,-0.0556,326.85,107.62,-0.1543,-0.0508
0,12,2010.05.09_13:00:00_TAI,89.594,2373247000000.0,15.204,1751441000000.0,1.250782e+21,233.004135,39.687,117.098,118.318,55.845,0.00583206,1.13433838,-23.5504,-16.6392,-12.1356,3.7421,2010.05.09_13:00:00_TAI,2031700000.0,-61.857,-0.0578,349.72,94.091,-0.1633,-0.0439
0,12,2010.05.09_14:00:00_TAI,88.092,2393029000000.0,22.188,2417877000000.0,1.197947e+21,233.917999,41.237,112.172,112.5,55.613,0.00841748,0.9497996,-23.5504,-16.6392,-11.5791,4.2986,2010.05.09_14:00:00_TAI,2065800000.0,-57.458,-0.0528,352.79,70.883,-0.162,-0.0325
0,12,2010.05.09_15:00:00_TAI,82.995,2260730000000.0,17.605,1935737000000.0,1.129872e+21,247.196045,41.812,115.851,116.261,57.28,0.00719766,1.25063002,-23.5504,-16.6392,-11.0227,4.8551,2010.05.09_15:00:00_TAI,2170600000.0,-24.039,-0.021,363.72,67.369,-0.1589,-0.0294
0,12,2010.05.09_16:00:00_TAI,100.33,2651486000000.0,16.915,1877202000000.0,1.283018e+21,244.814941,42.29,113.786,114.637,57.861,0.00620955,1.06091177,-23.5504,-16.6392,-10.4662,5.4115,2010.05.09_16:00:00_TAI,2352200000.0,32.801,0.0265,389.81,54.269,-0.1572,-0.0219
0,12,2010.05.09_17:00:00_TAI,111.847,2741300000000.0,20.366,1815724000000.0,1.28419e+21,240.985321,39.887,119.125,123.196,54.738,0.00794928,1.03288698,-23.5504,-16.6392,-9.9097,5.968,2010.05.09_17:00:00_TAI,2520800000.0,94.535,0.0711,390.16,20.051,-0.1468,-0.0075
0,12,2010.05.09_18:00:00_TAI,124.455,3293891000000.0,24.851,2213510000000.0,1.484478e+21,232.057083,38.832,113.463,117.168,50.921,0.00797006,0.79946077,-23.5504,-16.6392,-9.3532,6.5245,2010.05.09_18:00:00_TAI,2340900000.0,10.148,0.0082,370.16,2.6641,-0.15,-0.0011
0,12,2010.05.09_19:00:00_TAI,105.123,2653467000000.0,20.581,2179213000000.0,1.390684e+21,222.139023,39.104,116.181,118.32,53.752,0.00724679,0.83665007,-23.5504,-16.6392,-8.7967,7.081,2010.05.09_19:00:00_TAI,2299500000.0,-30.786,-0.0254,408.19,0.028823,-0.1684,-0.0
0,12,2010.05.09_20:00:00_TAI,104.011,2634854000000.0,19.673,2567168000000.0,1.378911e+21,224.734512,39.772,120.649,121.591,56.605,0.0070971,0.85251445,-23.5504,-16.6392,-8.2402,7.6375,2010.05.09_20:00:00_TAI,2409000000.0,1.0764,0.0008,408.25,-22.139,-0.1607,0.0087
0,12,2010.05.09_21:00:00_TAI,109.461,2648221000000.0,19.26,2290023000000.0,1.32433e+21,220.574692,39.935,128.438,129.702,62.961,0.00761267,0.87244737,-23.5504,-16.6392,-7.6837,8.194,2010.05.09_21:00:00_TAI,2501900000.0,26.897,0.0204,445.07,-50.512,-0.1687,0.0191
0,12,2010.05.09_22:00:00_TAI,99.789,2477793000000.0,16.146,2008930000000.0,1.263163e+21,213.044052,40.507,124.97,127.244,58.141,0.00650783,0.61107284,-23.5504,-16.6392,-7.1272,8.7505,2010.05.09_22:00:00_TAI,2467400000.0,68.067,0.0523,385.93,-64.441,-0.1483,0.0248
0,12,2010.05.09_23:00:00_TAI,103.662,2632737000000.0,16.338,1945350000000.0,1.289182e+21,217.440186,38.983,118.042,122.108,53.68,0.00636964,0.47417897,-23.5504,-16.6392,-6.5707,9.307,2010.05.09_23:00:00_TAI,2336900000.0,27.288,0.0222,368.11,-63.26,-0.1494,0.0257
0,12,2010.05.10_00:00:00_TAI,100.612,2563115000000.0,13.152,2106119000000.0,1.271506e+21,211.477509,38.81,120.978,124.745,54.201,0.00528418,0.89734924,-23.5504,-16.6392,-6.0142,9.8635,2010.05.10_00:00:00_TAI,2293000000.0,-5.6393,-0.0047,367.86,-92.867,-0.1522,0.0384
0,12,2010.05.10_01:00:00_TAI,100.202,2541310000000.0,7.94,1650516000000.0,1.232043e+21,212.108871,37.625,121.426,125.86,56.118,0.00332201,0.6933704,-23.5504,-16.6392,-5.4577,10.42,2010.05.10_01:00:00_TAI,2311300000.0,52.376,0.043,328.77,-110.0,-0.1349,0.0451
0,12,2010.05.10_02:00:00_TAI,96.122,2472208000000.0,13.332,2132281000000.0,1.208315e+21,210.362442,39.692,121.585,124.684,58.913,0.00553879,0.57188916,-23.5504,-16.6392,-4.9012,10.9765,2010.05.10_02:00:00_TAI,2373700000.0,82.214,0.0657,379.93,-121.22,-0.1518,0.0484
0,12,2010.05.10_03:00:00_TAI,90.633,2280763000000.0,19.191,2046084000000.0,1.145688e+21,199.970718,38.869,128.616,130.029,62.52,0.00888882,0.29825792,-23.5504,-16.6392,-4.3447,11.533,2010.05.10_03:00:00_TAI,2355900000.0,52.793,0.0425,415.58,-130.81,-0.1673,0.0527
0,12,2010.05.10_04:00:00_TAI,89.663,2333835000000.0,21.483,2238215000000.0,1.159582e+21,199.477905,38.892,124.388,124.974,58.849,0.00933214,0.71639127,-23.5504,-16.6392,-3.7882,12.0895,2010.05.10_04:00:00_TAI,2229600000.0,23.905,0.0203,405.78,-127.98,-0.1726,0.0544
0,12,2010.05.10_05:00:00_TAI,92.355,2346104000000.0,13.038,1372220000000.0,1.226186e+21,203.214447,37.306,118.777,120.152,54.297,0.00537206,1.01326823,-23.5504,-16.6392,-3.2317,12.646,2010.05.10_05:00:00_TAI,2124700000.0,-8.8516,-0.0079,385.45,-131.81,-0.1721,0.0588
0,12,2010.05.10_06:00:00_TAI,96.468,2545852000000.0,11.096,1318328000000.0,1.290157e+21,201.467026,35.721,120.382,121.767,52.537,0.00430065,0.59364033,-23.5504,-16.6392,-2.6752,13.2025,2010.05.10_06:00:00_TAI,2049300000.0,-21.782,-0.0202,358.73,-152.14,-0.166,0.0704
0,12,2010.05.10_07:00:00_TAI,89.449,2231750000000.0,11.266,1448447000000.0,1.080616e+21,203.811188,36.028,123.792,126.486,55.067,0.00545837,-0.25499609,-23.5504,-16.6392,-2.1187,13.759,2010.05.10_07:00:00_TAI,2210700000.0,100.28,0.086,321.81,-174.41,-0.1381,0.0748
0,12,2010.05.10_08:00:00_TAI,89.832,2255802000000.0,11.505,1104316000000.0,1.131648e+21,198.833893,37.246,125.527,126.432,58.796,0.00527985,0.11076457,-23.5504,-16.6392,-1.5622,14.3155,2010.05.10_08:00:00_TAI,2160000000.0,67.182,0.059,338.79,-180.5,-0.1488,0.0793
0,12,2010.05.10_09:00:00_TAI,79.45,2033499000000.0,12.508,1376829000000.0,1.054177e+21,192.260651,37.299,124.96,123.652,60.612,0.00613754,0.11632137,-23.5504,-16.6392,-1.0057,14.872,2010.05.10_09:00:00_TAI,2031400000.0,32.699,0.0305,328.45,-166.18,-0.1534,0.0776
0,12,2010.05.10_10:00:00_TAI,85.604,2227871000000.0,9.393,1387882000000.0,1.083263e+21,193.521851,37.843,125.733,125.196,58.856,0.00436668,0.69934285,-23.5504,-16.6392,-0.4492,15.4285,2010.05.10_10:00:00_TAI,1952200000.0,5.107,0.005,315.61,-173.93,-0.1533,0.0845
0,12,2010.05.10_11:00:00_TAI,92.129,2410268000000.0,15.452,1887637000000.0,1.192278e+21,192.303497,38.462,127.397,126.189,60.718,0.00644085,0.5690558,-23.5504,-16.6392,0.1073,15.985,2010.05.10_11:00:00_TAI,1966200000.0,-14.266,-0.0138,314.22,-185.49,-0.1516,0.0895
0,12,2010.05.10_12:00:00_TAI,82.757,2168944000000.0,8.066,991819400000.0,1.136387e+21,182.37941,36.275,124.295,123.989,57.708,0.00355337,0.43015006,-23.5504,-16.6392,0.6638,16.5415,2010.05.10_12:00:00_TAI,1906700000.0,-12.106,-0.012,306.26,-186.98,-0.1523,0.093
0,12,2010.05.10_13:00:00_TAI,75.426,2007737000000.0,4.411,737767700000.0,1.038656e+21,183.253052,36.208,122.038,120.819,56.749,0.0021425,0.12091493,-23.5504,-16.6392,1.2202,17.0979,2010.05.10_13:00:00_TAI,1878300000.0,13.184,0.0133,292.3,-194.26,-0.1476,0.0981
0,12,2010.05.10_14:00:00_TAI,80.165,2027977000000.0,9.984,1004697000000.0,1.083112e+21,177.957565,36.976,123.842,122.539,56.894,0.00471855,0.29219756,-23.5504,-16.6392,1.7767,17.6544,2010.05.10_14:00:00_TAI,1927800000.0,13.588,0.0134,311.38,-226.38,-0.1532,0.1114
0,12,2010.05.10_15:00:00_TAI,79.653,1929373000000.0,5.478,866585000000.0,1.046734e+21,173.352493,35.694,129.872,128.891,59.523,0.00284585,0.28744712,-23.5504,-16.6392,2.3332,18.210899,2010.05.10_15:00:00_TAI,2025400000.0,58.103,0.0544,305.75,-238.48,-0.1432,0.1117
0,12,2010.05.10_16:00:00_TAI,80.758,1890483000000.0,4.696,100513800000.0,1.020205e+21,171.568329,33.722,128.228,130.273,56.421,-0.00258454,0.06781945,-23.5504,-16.6392,2.8897,18.767401,2010.05.10_16:00:00_TAI,2155000000.0,133.66,0.1176,292.77,-263.17,-0.1289,0.1158
0,12,2010.05.10_17:00:00_TAI,86.663,2131413000000.0,0.198,236962700000.0,1.160361e+21,169.654556,31.902,122.138,123.855,51.891,9.284e-05,-0.00585964,-23.5504,-16.6392,3.4462,19.3239,2010.05.10_17:00:00_TAI,2156200000.0,116.05,0.1021,331.78,-265.5,-0.1459,0.1168
0,12,2010.05.10_18:00:00_TAI,101.542,2546265000000.0,2.526,716031300000.0,1.410909e+21,165.724457,33.228,128.189,127.734,55.491,0.00095443,0.50451201,-23.5504,-16.6392,4.0027,19.8804,2010.05.10_18:00:00_TAI,2050900000.0,-7.9676,-0.0074,346.52,-289.06,-0.1603,0.1337
0,12,2010.05.10_19:00:00_TAI,90.576,2196097000000.0,5.048,796424700000.0,1.297727e+21,162.38414,35.074,127.668,126.228,56.203,0.00208868,0.61453402,-23.5504,-16.6392,4.5592,20.436899,2010.05.10_19:00:00_TAI,2131000000.0,39.595,0.0352,345.67,-294.43,-0.1539,0.131
0,12,2010.05.10_20:00:00_TAI,89.018,2112818000000.0,4.071,632366100000.0,1.170289e+21,154.128922,34.794,133.177,132.724,57.97,0.00191482,0.02556088,-23.5504,-16.6392,5.1157,20.993401,2010.05.10_20:00:00_TAI,2179700000.0,77.228,0.0672,341.81,-319.84,-0.1487,0.1392
0,12,2010.05.10_21:00:00_TAI,87.564,2059045000000.0,4.336,698610200000.0,1.129469e+21,153.310013,31.793,135.431,135.565,57.319,0.00222462,0.64763147,-23.5504,-16.6392,5.6722,21.5499,2010.05.10_21:00:00_TAI,2179400000.0,106.48,0.0927,317.78,-333.39,-0.1383,0.1451
0,12,2010.05.10_22:00:00_TAI,96.149,2268993000000.0,7.754,990035600000.0,1.163208e+21,151.052032,32.048,133.455,134.844,54.928,0.00372781,0.83418101,-23.5504,-16.6392,6.2287,22.1064,2010.05.10_22:00:00_TAI,2065800000.0,86.081,0.079,270.35,-316.19,-0.1241,0.1452
0,12,2010.05.10_23:00:00_TAI,85.678,2180067000000.0,6.985,1044425000000.0,1.156797e+21,146.642136,31.748,127.159,128.895,49.838,0.00324133,0.90350646,-23.5504,-16.6392,6.7852,22.662901,2010.05.10_23:00:00_TAI,1917900000.0,32.398,0.032,269.29,-294.85,-0.1332,0.1458
0,12,2010.05.11_00:00:00_TAI,87.567,2141185000000.0,7.335,1093247000000.0,1.130022e+21,132.736084,31.187,135.08,136.829,54.107,0.00361532,1.00433075,-23.5504,-16.6392,7.3417,23.2194,2010.05.11_00:00:00_TAI,1891600000.0,-2.5812,-0.0026,276.95,-306.77,-0.1389,0.1538
0,12,2010.05.11_01:00:00_TAI,90.64,2217314000000.0,11.751,1480660000000.0,1.128359e+21,135.743958,31.064,131.585,134.386,52.313,0.00577448,1.35603452,-23.5504,-16.6392,7.8982,23.7759,2010.05.11_01:00:00_TAI,1947600000.0,7.1299,0.0069,280.96,-318.64,-0.1368,0.1552
0,12,2010.05.11_02:00:00_TAI,87.566,2084258000000.0,7.685,1070244000000.0,1.080486e+21,129.1465,31.451,134.85,136.877,52.846,0.0040214,1.02980471,-23.5504,-16.6392,8.4547,24.332399,2010.05.11_02:00:00_TAI,2085600000.0,49.228,0.0448,284.28,-352.06,-0.1293,0.1601
0,12,2010.05.11_03:00:00_TAI,82.524,1926085000000.0,2.058,367857700000.0,1.090623e+21,128.491409,32.49,130.756,132.006,53.496,-0.00107474,0.12524787,-23.5504,-16.6392,9.0112,24.888901,2010.05.11_03:00:00_TAI,2272500000.0,93.792,0.0783,325.61,-397.28,-0.1359,0.1658
0,12,2010.05.11_04:00:00_TAI,83.369,1979960000000.0,4.606,733012700000.0,1.13074e+21,126.900383,33.633,133.909,132.376,57.03,0.00227337,0.05731823,-23.5504,-16.6392,9.5677,25.4454,2010.05.11_04:00:00_TAI,2335200000.0,75.202,0.0611,352.84,-434.0,-0.1433,0.1763
0,12,2010.05.11_05:00:00_TAI,80.851,1938955000000.0,12.116,1001400000000.0,1.102486e+21,121.382912,35.477,126.507,124.712,54.462,0.00583344,0.61353469,-23.5504,-16.6392,10.1242,26.0019,2010.05.11_05:00:00_TAI,2205300000.0,6.924,0.006,340.69,-415.28,-0.1465,0.1786
0,12,2010.05.11_06:00:00_TAI,86.56,2173830000000.0,8.601,827938400000.0,1.185065e+21,121.556366,35.951,125.565,124.197,53.625,0.00374593,0.4256908,-23.5504,-16.6392,10.6807,26.558399,2010.05.11_06:00:00_TAI,2149900000.0,-56.971,-0.0503,345.53,-435.25,-0.1524,0.192
0,12,2010.05.11_07:00:00_TAI,88.094,2200276000000.0,8.233,1039724000000.0,1.162129e+21,120.14167,33.629,126.061,126.612,52.105,0.00380083,0.38305235,-23.5504,-16.6392,11.2372,27.114901,2010.05.11_07:00:00_TAI,2254800000.0,21.679,0.0182,317.8,-458.4,-0.1337,0.1928
0,12,2010.05.11_08:00:00_TAI,84.43,1955665000000.0,4.602,601467200000.0,1.015271e+21,116.75322,34.684,124.436,126.112,50.127,0.00247422,0.5302422,-23.5504,-16.6392,11.7937,27.6714,2010.05.11_08:00:00_TAI,2352000000.0,89.999,0.0726,280.22,-478.33,-0.113,0.1929
0,12,2010.05.11_09:00:00_TAI,81.773,1926275000000.0,4.109,633756100000.0,1.056438e+21,113.639862,34.38,128.39,126.995,54.086,0.00212022,0.12813699,-23.5504,-16.6392,12.3502,28.2279,2010.05.11_09:00:00_TAI,2274400000.0,37.432,0.0312,299.4,-483.78,-0.1249,0.2017
0,12,2010.05.11_10:00:00_TAI,82.153,1933010000000.0,7.517,599558300000.0,1.120272e+21,118.458443,34.508,130.881,128.865,56.162,0.00370273,0.28459701,-23.5504,-16.6392,12.9066,28.7843,2010.05.11_10:00:00_TAI,2210100000.0,-13.613,-0.0117,302.0,-483.4,-0.1296,0.2074
0,12,2010.05.11_11:00:00_TAI,85.561,2045946000000.0,11.193,735003900000.0,1.139091e+21,113.408058,34.028,129.68,127.488,55.853,0.00531219,0.24200629,-23.5504,-16.6392,13.4631,29.340799,2010.05.11_11:00:00_TAI,2145300000.0,-25.007,-0.0221,307.64,-482.88,-0.136,0.2135
0,12,2010.05.11_12:00:00_TAI,82.892,2078558000000.0,8.194,548346800000.0,1.145148e+21,116.107582,33.941,123.885,121.217,53.807,0.00374335,-0.18447633,-23.5504,-16.6392,14.0196,29.897301,2010.05.11_12:00:00_TAI,2113400000.0,-11.977,-0.0107,296.09,-479.49,-0.1329,0.2152
0,12,2010.05.11_13:00:00_TAI,82.289,2036453000000.0,9.422,871756800000.0,1.181842e+21,114.744209,33.638,125.352,123.476,53.543,0.00417287,0.11334932,-23.5504,-16.6392,14.5761,30.4538,2010.05.11_13:00:00_TAI,2149800000.0,-23.263,-0.0205,298.49,-498.38,-0.1317,0.2199
0,12,2010.05.11_14:00:00_TAI,79.167,1950301000000.0,7.608,750971600000.0,1.082013e+21,112.775375,34.626,124.7,121.939,54.573,0.00369123,0.18822654,-23.5504,-16.6392,15.1326,31.0103,2010.05.11_14:00:00_TAI,2194100000.0,3.9017,0.0034,300.72,-519.11,-0.13,0.2244
0,12,2010.05.11_15:00:00_TAI,79.348,1908110000000.0,4.533,632686000000.0,1.091642e+21,113.78833,32.879,123.424,123.305,51.305,0.00229634,-0.22467907,-23.5504,-16.6392,15.6891,31.566799,2010.05.11_15:00:00_TAI,2336600000.0,71.903,0.0584,287.76,-541.47,-0.1168,0.2198
0,12,2010.05.11_16:00:00_TAI,98.84,2352317000000.0,15.192,1716503000000.0,1.211402e+21,117.167709,32.222,126.174,127.802,51.86,0.00693707,0.46714097,-23.5504,-16.6392,16.2456,32.123299,2010.05.11_16:00:00_TAI,2520500000.0,82.741,0.0623,323.63,-576.79,-0.1218,0.217
0,12,2010.05.11_17:00:00_TAI,103.702,2579449000000.0,10.84,1201511000000.0,1.492655e+21,116.376915,30.79,123.712,124.081,48.991,0.00399129,0.79887122,-23.5504,-16.6392,16.802099,32.679798,2010.05.11_17:00:00_TAI,2401100000.0,-14.181,-0.0112,331.46,-564.04,-0.1309,0.2228
0,12,2010.05.11_18:00:00_TAI,105.712,2569942000000.0,11.961,1223421000000.0,1.515807e+21,110.632431,31.337,130.468,130.039,51.142,0.00437341,0.52288365,-23.5504,-16.6392,17.358601,33.236301,2010.05.11_18:00:00_TAI,2362100000.0,-69.264,-0.0556,342.89,-574.93,-0.1377,0.2308
0,12,2010.05.11_19:00:00_TAI,101.096,2393962000000.0,7.982,1026459000000.0,1.418001e+21,107.352829,31.87,132.738,132.094,53.383,0.00320296,0.44234455,-23.5504,-16.6392,17.9151,33.792801,2010.05.11_19:00:00_TAI,2487800000.0,-40.689,-0.031,337.2,-610.61,-0.1286,0.2328
0,12,2010.05.11_20:00:00_TAI,91.775,2069528000000.0,0.182,361826100000.0,1.2968e+21,102.195312,30.614,142.427,142.012,57.391,8.566e-05,-0.18143289,-23.5504,-16.6392,18.4716,34.3493,2010.05.11_20:00:00_TAI,2608300000.0,1.4433,0.001,321.18,-633.49,-0.1168,0.2303
0,12,2010.05.11_21:00:00_TAI,88.529,2040595000000.0,8.814,1437165000000.0,1.27109e+21,99.88018,30.166,132.308,134.464,51.53,0.00418908,1.04948092,-23.5504,-16.6392,19.028099,34.9058,2010.05.11_21:00:00_TAI,2419700000.0,6.3541,0.005,268.83,-555.79,-0.1054,0.2178
0,12,2010.05.11_22:00:00_TAI,95.112,2227145000000.0,14.907,1861113000000.0,1.321522e+21,97.72921,29.601,136.79,139.921,52.311,0.00681942,1.19283676,-23.5504,-16.6392,19.5846,35.462299,2010.05.11_22:00:00_TAI,2250900000.0,-91.878,-0.0774,260.26,-545.82,-0.1097,0.23
0,12,2010.05.11_23:00:00_TAI,100.814,2484143000000.0,16.146,1796806000000.0,1.401555e+21,99.372375,29.918,129.341,131.512,50.226,0.00648421,0.73124313,-23.5504,-16.6392,20.1411,36.018799,2010.05.11_23:00:00_TAI,2133800000.0,-113.65,-0.101,235.43,-522.59,-0.1046,0.2323
0,12,2010.05.12_00:00:00_TAI,94.021,2289986000000.0,16.108,1579724000000.0,1.346118e+21,92.75576,28.391,126.676,128.67,47.032,0.0067909,0.34361807,-23.5504,-16.6392,20.697599,36.575298,2010.05.12_00:00:00_TAI,2130000000.0,-104.26,-0.0928,243.71,-524.13,-0.1085,0.2334
0,12,2010.05.12_01:00:00_TAI,88.199,2205691000000.0,6.436,680775300000.0,1.311383e+21,94.707291,27.817,127.525,127.904,46.618,0.00279084,0.54971534,-23.5504,-16.6392,21.254101,37.131802,2010.05.12_01:00:00_TAI,2122300000.0,-121.51,-0.1086,246.72,-542.1,-0.1103,0.2423
0,12,2010.05.12_02:00:00_TAI,78.457,1895795000000.0,6.021,842959000000.0,1.149447e+21,81.817665,28.021,129.977,130.961,47.892,0.00306863,0.80026299,-23.5504,-16.6392,21.8106,37.688301,2010.05.12_02:00:00_TAI,2183000000.0,-65.392,-0.0568,235.9,-550.21,-0.1025,0.239
0,12,2010.05.12_03:00:00_TAI,72.841,1789436000000.0,7.998,1020035000000.0,1.034394e+21,74.958244,28.624,125.696,127.468,47.022,0.00452608,0.02550313,-23.5504,-16.6392,22.3671,38.244801,2010.05.12_03:00:00_TAI,2338200000.0,0.61583,0.0005,240.88,-594.63,-0.0977,0.2412
0,12,2010.05.12_04:00:00_TAI,67.696,1660313000000.0,4.455,520535000000.0,1.096013e+21,70.105331,28.669,123.907,123.828,45.073,0.00233226,-0.04249834,-23.5504,-16.6392,22.923599,38.8013,2010.05.12_04:00:00_TAI,2552400000.0,4.2864,0.0032,278.09,-673.14,-0.1033,0.2501
0,12,2010.05.12_05:00:00_TAI,67.583,1590701000000.0,2.236,183701000000.0,1.116532e+21,65.732658,27.844,128.209,127.254,46.119,0.00118636,-0.05461798,-23.5504,-16.6392,23.480101,39.3578,2010.05.12_05:00:00_TAI,2535200000.0,-80.618,-0.0603,298.14,-693.55,-0.1115,0.2595
0,12,2010.05.12_06:00:00_TAI,67.543,1603732000000.0,7.659,511423000000.0,1.151997e+21,61.372089,28.018,128.092,127.978,44.821,0.00388366,0.13084319,-23.5504,-16.6392,24.0366,39.914299,2010.05.12_06:00:00_TAI,2448900000.0,-118.46,-0.0918,295.51,-664.94,-0.1144,0.2575
0,12,2010.05.12_07:00:00_TAI,62.215,1440676000000.0,2.419,83818390000.0,1.026145e+21,55.22887,27.733,128.031,127.397,44.883,0.00141213,0.09111178,-23.5504,-16.6392,24.593,40.470798,2010.05.12_07:00:00_TAI,2466300000.0,-63.423,-0.0488,277.59,-674.11,-0.1067,0.2592
0,12,2010.05.12_08:00:00_TAI,56.536,1294540000000.0,0.289,278039800000.0,9.302572e+20,50.413826,27.149,125.699,125.941,43.053,0.00018626,-0.33381036,-23.5504,-16.6392,25.1495,41.027199,2010.05.12_08:00:00_TAI,2634500000.0,-11.9,-0.0086,270.27,-717.03,-0.0973,0.2581
0,12,2010.05.12_09:00:00_TAI,55.424,1275379000000.0,1.913,454811400000.0,8.977497e+20,49.514641,27.171,125.425,125.122,42.952,0.00128229,-0.56766373,-23.5504,-16.6392,25.705999,41.583698,2010.05.12_09:00:00_TAI,2598100000.0,-8.1578,-0.006,232.25,-719.14,-0.0848,0.2625
0,12,2010.05.12_10:00:00_TAI,54.523,1260756000000.0,1.8,298754600000.0,8.922737e+20,48.717274,26.934,126.165,124.611,44.43,0.00123453,-0.38160929,-23.5504,-16.6392,26.262501,42.140202,2010.05.12_10:00:00_TAI,2524100000.0,-46.517,-0.035,220.24,-708.82,-0.0828,0.2663
0,12,2010.05.12_11:00:00_TAI,54.21,1255005000000.0,5.211,675628300000.0,8.495697e+20,47.205696,26.726,129.603,127.067,46.338,0.0037221,0.3777222,-23.5504,-16.6392,26.819,42.696701,2010.05.12_11:00:00_TAI,2447000000.0,-78.03,-0.0605,226.01,-703.02,-0.0876,0.2725
0,12,2010.05.12_12:00:00_TAI,49.605,1177775000000.0,3.959,415717100000.0,8.393418e+20,43.730644,27.108,119.914,117.533,43.185,0.00273792,0.32253894,-23.5504,-16.6392,27.3755,43.253201,2010.05.12_12:00:00_TAI,2412000000.0,-76.523,-0.0602,216.48,-688.63,-0.0851,0.2708
0,12,2010.05.12_13:00:00_TAI,49.513,1182942000000.0,5.484,458682300000.0,8.001066e+20,37.641117,27.153,119.131,116.198,44.562,0.0039484,-0.19241548,-23.5504,-16.6392,27.931999,43.8097,2010.05.12_13:00:00_TAI,2468700000.0,-69.857,-0.0537,212.7,-703.96,-0.0817,0.2705
0,12,2010.05.12_14:00:00_TAI,43.59,1045710000000.0,0.298,353416100000.0,7.821483e+20,38.062431,26.889,118.953,117.499,42.77,0.00022646,-0.50109464,-23.5504,-16.6392,28.488501,44.366199,2010.05.12_14:00:00_TAI,2614300000.0,-61.887,-0.0449,198.82,-740.68,-0.0721,0.2687
0,12,2010.05.12_15:00:00_TAI,37.775,919537300000.0,2.394,264906100000.0,6.850768e+20,30.996313,26.794,111.675,110.855,39.781,0.00206555,-0.19001369,-23.5504,-16.6392,29.045,44.922699,2010.05.12_15:00:00_TAI,2778700000.0,-31.074,-0.0212,214.83,-780.32,-0.0733,0.2663
0,12,2010.05.12_16:00:00_TAI,41.025,994881000000.0,2.616,262534600000.0,7.266925e+20,27.60025,26.946,108.573,107.411,38.369,0.00205514,-0.38397431,-23.5504,-16.6392,29.6015,45.479198,2010.05.12_16:00:00_TAI,2809300000.0,-80.284,-0.0542,246.74,-801.66,-0.0833,0.2706
0,12,2010.05.12_17:00:00_TAI,34.12,861801000000.0,1.096,121038800000.0,7.334665e+20,26.721777,26.811,102.566,101.763,35.541,0.00082369,-0.15562676,-23.5504,-16.6392,30.158001,46.035702,2010.05.12_17:00:00_TAI,2648300000.0,-150.61,-0.1079,257.33,-762.73,-0.0922,0.2732
0,12,2010.05.12_18:00:00_TAI,38.432,1007443000000.0,0.829,320959900000.0,7.957504e+20,25.959658,26.5,105.74,105.017,34.795,0.00055922,-0.40355021,-23.5504,-16.6392,30.7145,46.592201,2010.05.12_18:00:00_TAI,2670400000.0,-158.59,-0.1127,246.09,-768.17,-0.0874,0.2728
0,12,2010.05.12_19:00:00_TAI,39.552,946419600000.0,0.908,175046900000.0,8.068404e+20,30.915972,25.693,110.111,108.861,37.497,0.00066227,-0.09033336,-23.5504,-16.6392,31.271,47.148701,2010.05.12_19:00:00_TAI,2818400000.0,-129.71,-0.0873,229.52,-803.44,-0.0772,0.2704
